sentence_id,sentence_text,statement_id,targets,predictions,label,Confidence,Comment , , , , , , , , , , , , , , , , 
4035,"We maintain a strong commitment to growth and continue to adapt, develop, and implement new policies and procedures to better protect our vulnerable communities and people",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4036,"In our 2023 reporting year, we took a number of steps to better address and prevent forced and child labour in our operations and those of our suppliers",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m,3,beginning of list ,,,,,,,,,,,,,,,,
4037,Weve mapped our activities and supply chains as well as completed an internal risk assessment to prioritize the most severe areas of risk,SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m,3,we know is linked to ms from the sentence above,,,,,,,,,,,,,,,,
4038,"Additionally, we have maintained internal controls to guarantee workers are recruited voluntarily and we are developing training related to modern slavery",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m,5,,,,,,,,,,,,,,,,,
4039,"Using our risk assessments and the information gathered from the supply chain mapping, we were able to develop an action plan and due diligence policies and processes to address modern slavery and protect children and labourers",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m,5,,,,,,,,,,,,,,,,,
4040,"In the coming year, we will continue to develop, improve, and implement these policies and controls and will continue to work towards maintaining a supply chain with very minimal risk of modern slavery",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m,3,improve policies in the future ,,,,,,,,,,,,,,,,
4041,"Structure, Activities, and Supply Chains St Joseph Printing Limited (SJPL), which operates under the name St",SID_243,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",,c2s ,3,fragmented sentence ,,,,,,,,,,,,,,,,
4042,"Joseph Communications (SJC), is the entity that contains our Print division",SID_243,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",,c2s ,3,,,,,,,,,,,,,,,,,
4043,Ontario,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4044,"Limited, which operates under the names SJC Content and SJC Media, is a wholly owned subsidiary of SJPL",SID_243,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,3,,,,,,,,,,,,,,,,,
4045,Both entities are located in Canada,SID_243,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,3,,,,,,,,,,,,,,,,,
4046,"SJC and its subsidiaries are involved in numerous business activities, including producing goods in Canada, selling goods in and outside Canada, distributing goods in and outside Canada, importing goods into Canada, and controlling an entity or entities engaged in any of the previously mentioned activities",SID_243,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2s c2op,3,,,,,,,,,,,,,,,,,
4047,"Our supply chains involve several vendors and suppliers, the greater part of which are located and operating in North America",SID_243,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4048,Our Print divisions largest vendors are North American paper suppliers,SID_243,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4049,"For SJC Content and SJC Media, creative work is either produced in-house or sourced through highly skilled freelancers that are primarily located in North America",SID_243,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2op c2sp,3,,,,,,,,,,,,,,,,,
4050,Risks,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4051,"As the vast majority of our vendors and suppliers are located and operating in North America, risk exposure to Canadian and American labour law violations is relatively low",SID_243,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c2spc3,3,,,,,,,,,,,,,,,,,
4052,"Our Print manufacturing is also entirely in house, enabling us to guarantee proper conduct and practices",SID_243,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c2op,3,,,,,,,,,,,,,,,,,
4053,"We have identified and recognize risks related to some of the products we purchase, raw materials or commodities used in our supply chains, tier three and beyond suppliers, and the use of outsourced labour",SID_243,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,4,,,,,,,,,,,,,,,,,
4054,"Though we source predominantly from North America and can be reasonably sure that our tier one and two suppliers are not engaging in any modern slavery or unethical behaviours and practices, we acknowledge that those in tier three and beyond of our supply chain may be sourcing or operating in higher risk locations or industries",SID_243,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c2sp c3,3,,,,,,,,,,,,,,,,,
4055,We also recognize that the following sectors and industries related to our supply chain carry risk; Electronics/technology Forestry,SID_243,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3,beginning of list,,,,,,,,,,,,,,,,
4056,Manufacturing Transportation and warehousing We maintain the commitment to further evaluate and identify areas of risk in our supply chains and improve our policies and procedures to address them,SID_243,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3,broken sentence - only the beginning is relevant ,,,,,,,,,,,,,,,,
4057,"Our Policies Our SJC policies and procedures align with human rights and provincial employment standards legislation, as well as all Canadian labour laws",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4m ,3,alignment with laws? ,,,,,,,,,,,,,,,,
4058,"Our associate handbook sets out to ensure all employees, visitors, contractors, and customers of our company and its subsidiaries are respected and treated fairly in accordance with their human rights",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,too vague,,,,,,,,,,,,,,,,
4059,The handbook outlines specific behaviours and practices that are unacceptable for those who are a part of SJC and represent the company,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,too vague,,,,,,,,,,,,,,,,
4060,"Additionally, we have a code of ethics that outlines our commitment to honest and ethical conduct in all areas of our organization",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,too vague,,,,,,,,,,,,,,,,
4061,"Relating to our paper suppliers and forestry risks, we have embedded responsible business conduct in our policies, as the large majority of our paper is Forest Stewardship Council (FSC) certified",SID_243,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c2sp c4m,3,next sentence explains that this certification also looks after people - still quite vague,,,,,,,,,,,,,,,,
4062,This ensures the trees used to make the paper has been ethically sourced in a way that protects biological diversity and benefits the lives of local people and labourers,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4063,"For our creative freelancers located outside North America, we have existing policies in place to ensure they are in compliance with our internal policies and procedures, which includes avoidance of forced or child labour",SID_243,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c2sp c4m,3,,,,,,,,,,,,,,,,,
4064,"While these policies do work toward keeping our business practices and partners within our standards and ethical code, we are in the process of implementing vendor qualification questionnaires and due diligence processes to better ensure labour laws specifically are being respected across our entire supply chain",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3,,,,,,,,,,,,,,,,,
4065,Remediation,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4066,"As per our associate handbook, our Open Door Policy promotes the fostering of open communication and trust between employees and their supervisor, Human Resources, or any company manager",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,,too vague for whistleblowing? ,,,,,,,,,,,,,,,,
4067,We strongly encourage all employees to discuss any problems or concerns promptly with a manager or Human Resources,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,too vague for whistleblowing? ,,,,,,,,,,,,,,,,
4068,This includes misconduct by employees or members of our supply chain,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
8453,Has the entity taken any measures to remediate any forced labour or child labour in its activities and supply chains? No 12,SID_295,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c4r,3,negative evidence,,,,,,,,,,,,,,,,
4070,"To date we have not identified or been advised of any forced or child labour use, nor any loss of income to vulnerable families as a result of measures we have taken to eliminate modern slavery",SID_243,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3,negative evidence,,,,,,,,,,,,,,,,
4071,Training,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4072,"Our employees are required to read and sign to acknowledge understanding of our associate handbook, which outlines our expectations of conduct as well as all of our internal policies",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,too vague,,,,,,,,,,,,,,,,
8839,"Remedial Action Taken during the Reporting Period Since we have not identified any forced labour or child labour in our activities and supply chains during the Reporting Period, we have not taken any remediation measures",SID_302,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3 c4r,3,negative evidence,,,,,,,,,,,,,,,,
4074,"Additionally, we are continuing to develop training to specifically address forced and child labour to improve understanding of modern slavery, and reinforce that it is not an acceptable practice by SJC or our suppliers",SID_243,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3,,,,,,,,,,,,,,,,,
4075,Assessing Effectiveness,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4076,We have and will continue to review our policies and procedures as well as emerging laws and legislation to determine if there are any enhancements to be made,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3,too vague? doesn't say how,,,,,,,,,,,,,,,,
4077,"We intend to review our supplier questionnaire to establish continuous compliance, as well as",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3,future action,,,,,,,,,,,,,,,,
4078,set key performance indicators where necessary to confirm our actions and risk management efforts are successful and serve to protect those most vulnerable,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c6,3,future action,,,,,,,,,,,,,,,,
4079,Conclusion SJC and its subsidiaries remain dedicated to sustained and earnest growth in all areas of our organization and business practices,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4080,"This includes our assurance to maintain ethical conduct, fair treatment, and human rights policies and practices",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4081,We intend to review and revise our policies and due diligence processes to continue to best serve our communities and help prevent modern slavery,SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3,"""intent""  future action",,,,,,,,,,,,,,,,
4082,Approval and Attestation This report has been approved by the governing body of SJC,SID_243,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a,3,not clear if it was the board,,,,,,,,,,,,,,,,
4083,"In accordance with the requirements of the Act, and in particular section 11 thereof, I attest that I have reviewed the information contained in the report for the entity or entities listed above",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4084,"Based on my knowledge, and having exercised reasonable diligence, I attest that the information in the report is true, accurate and complete in all material respects for the purposes of the Act, for the reporting year listed above",SID_243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4085,"Tony Gagliano Chief Executive Officer SJC May 22, 2024",SID_243,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",s,5,,,,,,,,,,,,,,,,,
4331,"Transparency in Supply Chain Statement Reporting for January through December 2023 Introduction The Canadian Fighting Against Forced Labour and Child Labour in Supply Chains Act (Supply Chains Act), California Transparency in Supply Chains Act (SB 657), and the United Kingdom Modern Slavery Act 2015 requires certain businesses to provide disclosures concerning their efforts to address the issues of forced labor and child labor in their supply chains, to provide consumers the ability to make better and more informed choices about the products they buy and companies they support",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4332,"The business entity Columbia Sportswear Company (CSC) believes forced labor, child labor, modern slavery and human trafficking are egregious issues; we are committed to doing due diligence within our operations to minimize the risk and to remediate any found occurrence of these issues in our supply chain",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4333,"Company Information CSC was founded in 1938 in Portland, Oregon, as a small, family-owned, regional hat distributor and incorporated in 1961",SID_252,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]", c2s c2op,5,,,,,,,,,,,,,,,,,
4334,"CSC is headquartered in Portland, Oregon USA",SID_252,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5,,,,,,,,,,,,,,,,,
4335,"We connect active people with their passions by designing, developing, marketing, and distributing our outdoor, active and everyday lifestyle apparel, footwear, accessories and equipment products to meet the diverse needs of our customers and consumers under four primary brands: Columbia, SOREL, Mountain Hard Wear, and prAna",SID_252,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2s c2op,5,,,,,,,,,,,,,,,,,
4336,CSC is a commercial retailer,SID_252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5,,,,,,,,,,,,,,,,,
4337,"We sell our products in more than 100 countries and operate in four geographic segments: United States (""U.S.""), Latin America and Asia Pacific (""LAAP""), Europe, Middle East, and Africa (""EMEA""), and Canada",SID_252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5,,,,,,,,,,,,,,,,,
4338,"We sell our products through a mix of distribution channels: wholesale distribution, international distributors, direct-to-consumer (""DTC"") distribution, retail, and through licensing certain of our trademarks across a range of apparel, accessories, equipment, footwear, and home products",SID_252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5,,,,,,,,,,,,,,,,,
4339,"A list of our subsidiaries can be found in our 2024 Form 10-K, exhibit 21.1",SID_252,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c2s,3,,,,,,,,,,,,,,,,,
4340,"CSCs annual, worldwide, gross receipts exceed $100M US and $40M CAN, and annual turnover exceeds 36M",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4341,"Sourcing and Manufacturing CSC does not own, operate, or manage manufacturing facilities",SID_252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5,,,,,,,,,,,,,,,,,
4342,"The vast majority of our products are manufactured by contract manufacturers located outside the United States, and none in Canada",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4343,We seek to establish and maintain long-term relationships with key manufacturing partners who share our values,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4344,"We manage our supply chain from a global and regional perspective and adjust as needed to changes in the global production environment, including political risks, factory capacity, import limitations and costs, raw material costs, availability and cost of labor, and transportation costs",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4345,"In 2023, our apparel, accessories and equipment products for our wholesale and direct-to- consumer (""DTC"") businesses were manufactured into finished goods in 15 countries",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4346,"In 2023, finished goods manufacturers in Vietnam, Bangladesh, Indonesia, and India produced approximately 40%, 20%, 15% and 10%, respectively, of these products",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4347,"Five of the largest contract finished goods manufacturers account for approximately 30% of our apparel, accessories and equipment production, with the largest manufacturer accounting for approximately 10%",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4348,"In 2023, our footwear products for our wholesale and DTC businesses were manufactured into finished goods in five countries",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4349,"In 2023, finished goods manufacturers in Vietnam and China produced approximately 75% and 20%, respectively, of these products",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4350,"Five of the largest contract finished goods manufacturers account for approximately 75% of our footwear production, with the two largest manufacturers accounting for approximately 20% each and three manufacturers accounting for approximately 15%, 10% and 10% individually",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4351,"Raw materials for the manufacturing of our apparel, accessories, equipment, and footwear products are primarily sourced from Asia and are purchased directly by our contract manufacturers",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5,,,,,,,,,,,,,,,,,
4352,"In 2023, we maintained seven manufacturing liaison offices in six Asia Pacific countries",SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,3,not sure but i interpret these offices as being the ones monitoring the suppliers?,,,,,,,,,,,,,,,,
4353,Our personnel in these offices monitor production at our contract manufacturers facilities,SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,3,not sure but i interpret these offices as being the ones monitoring the suppliers?,,,,,,,,,,,,,,,,
4354,"The physical location of our employees in these regional offices enhances our ability to monitor contract manufacturers for compliance with our policies, procedures and standards related to labor practices",SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,3,not sure but i interpret these offices as being the ones monitoring the suppliers?,,,,,,,,,,,,,,,,
4355,"Slavery and Human Trafficking Standards Our standards and compliance program as outlined in this statement is applied at a global level, including any business conducted in and products sold into Canada",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4356,CSC is committed to taking appropriate steps to help ensure that our products are manufactured in factories that operate with fair and safe working conditions and sustainable business practices,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4357,To demonstrate this,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4358,"responsibility, we value and strive for long term partnerships with factories to monitor and ensure continuous improvement in alignment with our Standards of Manufacturing Practices (SMP) (aka Code of Conduct)",SID_252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2sp,3,long term relationship with suppliers,,,,,,,,,,,,,,,,
4359,We require tier 1 factories to post our SMP in the factory workers local language so they understand their fair labor rights; an email address is provided at the bottom of the SMP poster for workers to lodge grievances and/or report violations of the SMP confidentially to us,SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,4,,,,,,,,,,,,,,,,,
4360,"The SMP includes a standard that addresses forced and child labor, where all suppliers are required to demonstrate that they do not use forced and child labor, whether in the form of prison, indentured, slave, bonded, trafficked or any other form of compulsory labor",SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,4,,,,,,,,,,,,,,,,,
4361,CSC defines slavery and human trafficking as used by U.S,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",,,just description,,,,,,,,,,,,,,,,
4362,"Department of State and the ILO: Human Trafficking: ""any recruitment, harboring, transportation, provision, or obtaining of a person for labor services, through the use of force, fraud, or coercion for the purpose of subjection to involuntary servitude, peonage, debt bondage, or slavery."" Slavery - Involuntary Servitude: ""a condition of servitude induced by means of (A) any scheme, plan, or pattern intended to cause a person to believe that, if the person did not enter into or continue in such condition, that person or another person would suffer serious harm or physical restraint; or (B) the abuse or threatened abuse of the legal process."" Child labor: is mentally, physically, socially or morally dangerous and harmful to children; and/or interferes with their schooling",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,just description,,,,,,,,,,,,,,,,
4363,Our Social Responsibility Manual for Manufacturing Partners serves as a central reference for our manufacturers to understand our Due Diligence process,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4364,This manual outlines expectations for conducting responsible business,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,,,,,,,,
4365,"It also explains how we monitor, seek to prevent, and communicate when adverse impacts are found in factories which go against our SMP, such as forced and child labor",SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c4m,3,,,,,,,,,,,,,,,,,
4366,We have a Foreign Migrant Worker Policy which our suppliers are required to abide by,SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3,,,,,,,,,,,,,,,,,
4367,"This policy establishes a set of standards based upon ILO Core Conventions, internationally recognized principles, and industry best practices that we require our supplier partners to adhere to in order to offer the greatest protection to migrant workers who have traveled from another country to obtain employment",SID_252,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3,no link to ms,,,,,,,,,,,,,,,,
4368,"We also refer to this policy to address domestic migrant worker issues, where and when applicable",SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,,too vague still,,,,,,,,,,,,,,,,
4369,We have an internal procedure that guides our team in addressing any violations related to migrant workers,SID_252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,,no link to ms- no naming it ,,,,,,,,,,,,,,,,
4370,Risk Assessment and Internal Accountability We recognize our industrys supply chain has a risk of forced labor and child labor,SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3,,,,,,,,,,,,,,,,,
4371,"We acknowledge the areas of risks in our sector, our specific production locations, including our raw material",SID_252,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3,,,,,,,,,,,,,,,,,
