,Unnamed: 0,sentence,statement_id,targets,label ,confidence,comment,context,predictions
892,37,Everyone who works for us is required to complete training on the Jardine Motors Group Code of Conduct and our anti-bribery and corruption policy,SID_416,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,no clear link to ms except that coc is link to ms,Everyone who works for us is required to complete training on the Jardine Motors Group Code of Conduct and our anti-bribery and corruption policy,"[4.372548937681131e-05, 2.8359529096633196e-05, 3.480938539723866e-05, 0.0006524576456286013, 0.000896380515769124, 0.0018146657384932041, 0.0032489376608282328, 0.5125972628593445, 0.001967770978808403, 0.011240282095968723, 0.00022649721358902752]"
893,52,"Group Functions such as Risk management act as the second line, driving risk management by defining group policies, standards, and processes, including controls",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"Group Functions such as Risk management act as the second line, driving risk management by defining group policies, standards, and processes, including controls","[2.799219873850234e-05, 1.95818083739141e-05, 0.00012581767805386335, 0.000988740473985672, 0.005925488192588091, 0.0023981996346265078, 0.005384603049606085, 0.21966694295406342, 0.0009042266174219549, 0.07337198406457901, 0.0005615713307633996]"
894,53,"They assess and monitor compliance, and support external risk disclosures",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"They assess and monitor compliance, and support external risk disclosures","[6.675426266156137e-05, 9.014188981382176e-05, 9.168701944872737e-05, 0.0008204270852729678, 0.0013294010423123837, 0.0063694496639072895, 0.003187265945598483, 0.22270344197750092, 0.0058651939034461975, 0.11935468018054962, 0.0014991088537499309]"
895,54,"Group Audit acts as the third line of defence, providing independent, objective assurance and advice regarding the effectiveness of governance, risk management, and control activities",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"Group Audit acts as the third line of defence, providing independent, objective assurance and advice regarding the effectiveness of governance, risk management, and control activities","[0.00013420126924756914, 3.356451270519756e-05, 7.251484203152359e-05, 0.001972961938008666, 0.009591104462742805, 0.0009517215075902641, 0.0009977497393265367, 0.04465372860431671, 0.003459059866145253, 0.40339869260787964, 0.00042878909152932465]"
896,55,"They check alignment with group policies, requirements, and standards",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"They check alignment with group policies, requirements, and standards","[8.35725077195093e-05, 0.00012186368985567242, 5.134889215696603e-05, 0.0008795940666459501, 0.003751457203179598, 0.004049165640026331, 0.002187526784837246, 0.09273464977741241, 0.0010276801185682416, 0.07159707695245743, 0.0031946657691150904]"
897,56,"The scope and frequency of internal audits is determined by ranking the auditable units according to the scale of their risk exposure, using a set of defined criteria",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"The scope and frequency of internal audits is determined by ranking the auditable units according to the scale of their risk exposure, using a set of defined criteria","[9.01013336260803e-05, 3.503828702378087e-05, 0.00019253163191024214, 0.00046511818072758615, 0.0013626335421577096, 0.00125510070938617, 0.006080809514969587, 0.43307897448539734, 0.009324911050498486, 0.23470333218574524, 0.0006407302571460605]"
898,57,"In addition, we are audited by our customers on our human rights compliance via the Supplier Ethical Data Exchange (SEDEX) platform",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"In addition, we are audited by our customers on our human rights compliance via the Supplier Ethical Data Exchange (SEDEX) platform","[6.0243692132644355e-05, 5.0830174586735666e-05, 6.645199755439535e-05, 0.0004539477522484958, 0.0058744316920638084, 0.0032528408337384462, 0.04120294004678726, 0.3783362805843353, 0.0035924380645155907, 0.3503793179988861, 0.0005718378815799952]"
899,58,This platform is used to monitor and track social and environmental performance and also address human rights compliance,SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,description,This platform is used to monitor and track social and environmental performance and also address human rights compliance,"[1.4524558537232224e-05, 1.093636001314735e-05, 8.500039257341996e-06, 0.00014509379980154335, 0.0044325487688183784, 0.0021489595528692007, 0.002149267354980111, 0.2683960199356079, 0.000933557515963912, 0.07547026127576828, 4.232064020470716e-05]"
900,59,"The Self-Assessment Questionnaire (SAQ) looks at four core pillars in the areas of Labor Standards, Health and Safety, Environment and Business Integrity",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,description,"The Self-Assessment Questionnaire (SAQ) looks at four core pillars in the areas of Labor Standards, Health and Safety, Environment and Business Integrity","[2.1038980776211247e-05, 4.678950790548697e-05, 4.833328421227634e-05, 0.0004701376019511372, 0.0011043277336284518, 0.0007982338429428637, 0.0006305613205768168, 0.3048098683357239, 0.0003593323635868728, 0.09827939420938492, 9.601695637684315e-05]"
901,60,"To ensure compliance, sites are checked at least every three years by external auditors using the SEDEX Members Ethical Trade Audit (SMETA) process",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"To ensure compliance, sites are checked at least every three years by external auditors using the SEDEX Members Ethical Trade Audit (SMETA) process","[3.049990118597634e-05, 3.875017137033865e-05, 9.106774086831138e-05, 0.0008146538166329265, 0.002032147254794836, 0.00782121904194355, 0.03753435239195824, 0.640485405921936, 0.002290555275976658, 0.3077529966831207, 0.00025808392092585564]"
902,61,"The findings are closely monitored, and non- compliance rapidly remediated through the introduction of appropriate corrective actions",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",c4r,3.0,,"The findings are closely monitored, and non- compliance rapidly remediated through the introduction of appropriate corrective actions","[5.471837357617915e-05, 7.230210758280009e-05, 6.709877197863534e-05, 0.00046412256779149175, 0.0020285306964069605, 0.002450160449370742, 0.03774813562631607, 0.33880919218063354, 0.13333819806575775, 0.08279479295015335, 0.00047284227912314236]"
903,62,Our approach to supply chain due diligence We commit being a trustworthy partner to our business stakeholders and strive to operate responsibly and in accordance with the highest standards possible,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Our approach to supply chain due diligence We commit being a trustworthy partner to our business stakeholders and strive to operate responsibly and in accordance with the highest standards possible,"[1.8932025341200642e-05, 2.16023217944894e-05, 5.0149748858530074e-05, 0.00040657661156728864, 0.003888591192662716, 0.005736756604164839, 0.0005684534553438425, 0.02162943407893181, 0.00012045502808177844, 0.002062200801447034, 5.244285785011016e-05]"
904,63,"We believe that a robust due diligence approach needs agility, a good balance between process and operations, data intelligence as well as on-the-ground work",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We believe that a robust due diligence approach needs agility, a good balance between process and operations, data intelligence as well as on-the-ground work","[2.143548226740677e-05, 2.86067916022148e-05, 1.4357165127876215e-05, 6.0976220993325114e-05, 0.0014226001221686602, 0.003364181611686945, 0.008298481814563274, 0.08428891003131866, 0.0004183216660749167, 0.01266587432473898, 0.0001880464842543006]"
905,64,dsm-firmenich is convinced that collaborative action is the only way to consolidate impact in our upstream values chains and drive positive change with our suppliers at a global scale,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,dsm-firmenich is convinced that collaborative action is the only way to consolidate impact in our upstream values chains and drive positive change with our suppliers at a global scale,"[1.768085712683387e-05, 4.174261266598478e-05, 6.405756721505895e-05, 0.00017574943194631487, 0.0004375049320515245, 0.0012324313865974545, 0.00047805477515794337, 0.06984040141105652, 9.857699478743598e-05, 0.03507304564118385, 0.0014539043186232448]"
906,65,"While we endeavor to maximize our actions for human rights in the value chain and their effectiveness, we are acutely aware of the size and scope of the global challenges",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"While we endeavor to maximize our actions for human rights in the value chain and their effectiveness, we are acutely aware of the size and scope of the global challenges","[5.5024243010848295e-06, 1.910847822728101e-05, 5.580062861554325e-06, 0.00020067862351424992, 0.000989202642813325, 0.0013379666488617659, 0.0653868168592453, 0.02612580545246601, 0.00017035835480783135, 0.006891592871397734, 3.317769733257592e-05]"
907,66,"We have a strong relationship with the UN, being a Global Compact Impact Sponsor for Labor and Decent Work",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,membership?,"We have a strong relationship with the UN, being a Global Compact Impact Sponsor for Labor and Decent Work","[6.222132651600987e-05, 3.0161374525050633e-05, 5.2489594963844866e-05, 0.0011099280091002584, 0.013413172215223312, 0.0011954625369980931, 0.0013406644575297832, 0.2673030495643616, 0.0007820536848157644, 0.010089910589158535, 5.6755030527710915e-05]"
908,67,"Decent work is a central component of SDG 1 (no poverty) and SDG 8 (decent work and economic growth), and is defined as secure employment that guarantees security, a fair income and safe working conditions",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"Decent work is a central component of SDG 1 (no poverty) and SDG 8 (decent work and economic growth), and is defined as secure employment that guarantees security, a fair income and safe working conditions","[2.9626286050188355e-05, 3.793604719248833e-06, 1.409039759892039e-05, 0.000116508781502489, 0.0033905452582985163, 0.000653376686386764, 0.008313585072755814, 0.04527813941240311, 7.964186806930229e-05, 0.001777788158506155, 3.86608844564762e-05]"
909,68,"We contribute to building consensus across the business community on key principles of decent work, such as the definition and calculation of a living wage",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We contribute to building consensus across the business community on key principles of decent work, such as the definition and calculation of a living wage","[4.577049185172655e-05, 3.455982368905097e-05, 1.4380089851329103e-05, 0.0003927196084987372, 0.002253224141895771, 0.0007632293272763491, 0.0006806104211136699, 0.15687671303749084, 0.00019441585754975677, 0.005254323594272137, 0.00013789017975796014]"
910,69,"To meet our Responsible Sourcing commitment, in 2023, we have identified ways on how we can help our suppliers to implement due diligence",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"To meet our Responsible Sourcing commitment, in 2023, we have identified ways on how we can help our suppliers to implement due diligence","[3.2032723538577557e-05, 9.413819498149678e-06, 8.630502634332515e-06, 2.5697336241137236e-05, 0.00015428391634486616, 0.003535857889801264, 0.004260111600160599, 0.34295108914375305, 0.0008544102311134338, 0.050653476268053055, 1.8622027710080147e-05]"
911,70,We piloted some of these successfully and will move to a more standardized approach throughout 2024,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,not mentioning the approach,We piloted some of these successfully and will move to a more standardized approach throughout 2024,"[2.004097041208297e-05, 4.8577916459180415e-05, 8.276242624560837e-06, 0.00029808064573444426, 0.001966047566384077, 0.002141917822882533, 0.001588995917700231, 0.2945355772972107, 0.0038610815536230803, 0.08111007511615753, 0.00021139055024832487]"
912,71,The Responsible Sourcing team within Procurement has been created to work in collaboration with sourcing managers to accelerate and support suppliers engagement on sustainable certification and human rights projects where relevant,SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,,The Responsible Sourcing team within Procurement has been created to work in collaboration with sourcing managers to accelerate and support suppliers engagement on sustainable certification and human rights projects where relevant,"[9.697243513073772e-05, 2.470461549819447e-05, 1.7958875105250627e-05, 0.00015638877812307328, 0.0007862100028432906, 0.004207145422697067, 0.0019316162215545774, 0.48431649804115295, 0.0012316766660660505, 0.06465407460927963, 0.00032780328183434904]"
913,72,The team is supporting the sourcing managers to address escalation of potential non-compliance on sustainability practices,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,vague?,The team is supporting the sourcing managers to address escalation of potential non-compliance on sustainability practices,"[1.4825312973698601e-05, 1.6312782463501208e-05, 2.7605839932220988e-05, 0.00012209761189296842, 0.00034593703458085656, 0.0015595009317621589, 0.0015746294520795345, 0.2829101085662842, 0.0073775663040578365, 0.1601761281490326, 9.769555617822334e-05]"
914,73,The Head of Responsible Sourcing is a member of both the Sustainability and Procurement Leadership teams,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,vague?,The Head of Responsible Sourcing is a member of both the Sustainability and Procurement Leadership teams,"[0.0001602523261681199, 0.000274635007372126, 0.00016975711332634091, 0.0010836295550689101, 0.003988213371485472, 0.004962223581969738, 0.0024283425882458687, 0.23924680054187775, 0.0015425024321302772, 0.07861582934856415, 0.005840763915330172]"
915,76,Supplier qualification We have strengthened our supplier qualification and performance evaluation to improve our ability to cascade due diligence requirements to our suppliers,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Supplier qualification We have strengthened our supplier qualification and performance evaluation to improve our ability to cascade due diligence requirements to our suppliers,"[1.812667142075952e-05, 1.5158449969021603e-05, 7.292219834198477e-06, 6.884541653562337e-05, 0.0004217473033349961, 0.0015617248136550188, 0.0011003651889041066, 0.1964135766029358, 0.0007201319094747305, 0.045479726046323776, 1.079611320164986e-05]"
916,77,"Notably, we strengthened requirements related to human rights in our new Responsible Sourcing Standard",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,vague?,"Notably, we strengthened requirements related to human rights in our new Responsible Sourcing Standard","[3.7677997170249e-05, 1.0683907930797432e-05, 3.1290528568206355e-05, 0.00023860062356106937, 0.00036619679303839803, 0.0011193749960511923, 0.0022022800985723734, 0.476687490940094, 0.002472745254635811, 0.009252311661839485, 9.405472519574687e-05]"
917,78,"The standards also encourage our suppliers to have a continuous improvement mindset, to progressively implement best practices",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"The standards also encourage our suppliers to have a continuous improvement mindset, to progressively implement best practices","[5.783220785815502e-06, 2.108536136802286e-05, 1.0945615031232592e-05, 7.200121763162315e-05, 0.0007107800920493901, 0.0033983818721026182, 0.0006284676492214203, 0.25375789403915405, 0.0006928813527338207, 0.02774437703192234, 3.7507532397285104e-05]"
918,79,"Through our Supplier Engagement program, we facilitate onboarding of suppliers on due diligence requirements through workshops, training resources, and access to toolkits",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,not sure,"Through our Supplier Engagement program, we facilitate onboarding of suppliers on due diligence requirements through workshops, training resources, and access to toolkits","[2.2173704564920627e-05, 3.231207301723771e-05, 1.3101705917506479e-05, 0.00014093400386627764, 0.0026814802549779415, 0.014595726504921913, 0.011887411586940289, 0.3846672475337982, 0.0015595142031088471, 0.013909774832427502, 0.00038686030893586576]"
919,80,Supplier sustainability performance and specifically human rights performance is measured through various sustainability assessment platforms,SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,not sure,Supplier sustainability performance and specifically human rights performance is measured through various sustainability assessment platforms,"[3.847900006803684e-05, 9.623639925848693e-05, 1.471488121751463e-05, 9.764257265487686e-05, 0.001648362260311842, 0.0012881843140348792, 0.002943793311715126, 0.29732269048690796, 0.003512384369969368, 0.30571654438972473, 0.00012030305515509099]"
920,81,The first one being EcoVadis a recognized provider of corporate social responsibility ratings,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,The first one being EcoVadis a recognized provider of corporate social responsibility ratings,"[0.00010370082600275055, 6.214814493432641e-05, 5.2648811106337234e-05, 0.0003092109109275043, 0.001905229757539928, 0.03906221315264702, 0.019038939848542213, 0.3033677637577057, 0.0016886073863133788, 0.0786081925034523, 4.2967189074261114e-05]"
921,82,dsm-firmenich set targets to raise the global score of our suppliers on the Labor & Human Rights pillar,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,dsm-firmenich set targets to raise the global score of our suppliers on the Labor & Human Rights pillar,"[2.8525853849714622e-05, 1.9944818632211536e-05, 8.916315891838167e-06, 0.00010829029633896425, 0.001094199949875474, 0.0019095904426649213, 0.004473855718970299, 0.16116316616535187, 0.0005912621854804456, 0.07171463221311569, 2.8752376238116995e-05]"
922,83,"For this specific pillar, to encourage suppliers to build their own human rights due diligence approach and management systems, we are engaging and training those that are currently below the minimum of our expected performance of 60 points",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,training?,"For this specific pillar, to encourage suppliers to build their own human rights due diligence approach and management systems, we are engaging and training those that are currently below the minimum of our expected performance of 60 points","[3.101069523836486e-05, 3.7198944482952356e-05, 2.998179115820676e-05, 0.00011659191659418866, 0.00019841808534692973, 0.00065421755425632, 0.0012647501425817609, 0.3623332381248474, 0.007417341228574514, 0.09538506716489792, 1.288315706915455e-05]"
923,84,"The second tool used with our value chain partners is SEDEX, in a similar way that we ensure compliance at our own sites",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,4.0,i know SEDEX is labour rights,"The second tool used with our value chain partners is SEDEX, in a similar way that we ensure compliance at our own sites","[2.725606827880256e-05, 2.4286431653308682e-05, 2.03231811610749e-05, 0.00012110319948988035, 0.0011033151531592011, 0.002019512467086315, 0.012010795995593071, 0.6642278432846069, 0.0007144847768358886, 0.07319901883602142, 9.883753227768466e-05]"
924,85,Our customers ensure our compliance as their supplier,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Our customers ensure our compliance as their supplier,"[8.933655772125348e-05, 3.309528256068006e-05, 8.827866986393929e-05, 0.002770953578874469, 0.010945114307105541, 0.083113893866539, 0.015998439863324165, 0.049821194261312485, 0.0010500096250325441, 0.011589903384447098, 0.0011420653900131583]"
925,86,We set objectives at Procurement and Business Unit levels in terms of Human Rights Performance of our suppliers based on EcoVadis,SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,vague?,We set objectives at Procurement and Business Unit levels in terms of Human Rights Performance of our suppliers based on EcoVadis,"[2.0795936507056467e-05, 2.8286118322284892e-05, 2.142042103514541e-05, 0.0002359216014156118, 0.0009483596659265459, 0.0022819931618869305, 0.006974272895604372, 0.14655272662639618, 0.00010201442637480795, 0.1106523871421814, 3.188709888490848e-05]"
926,87,Progress is monitored by the Procurement Leadership Team on a quarterly basis,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3.0,vague?,Progress is monitored by the Procurement Leadership Team on a quarterly basis,"[4.89660887978971e-05, 4.811590406461619e-05, 3.941446266253479e-05, 0.0001911673607537523, 0.000970770139247179, 0.006876619532704353, 0.019413743168115616, 0.3470381200313568, 0.0038792085833847523, 0.39287686347961426, 0.00031615979969501495]"
927,88,"To reinforce our capacity to address human rights risks with our suppliers, our strategy is also based on raising awareness and train the entire procurement community on human rights, including on the UN Human Rights Guiding Principles for Business",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,training?,"To reinforce our capacity to address human rights risks with our suppliers, our strategy is also based on raising awareness and train the entire procurement community on human rights, including on the UN Human Rights Guiding Principles for Business","[1.4610886864829808e-05, 0.0001064045136445202, 6.040240259608254e-05, 0.00017214525723829865, 0.000955960014835, 0.0023025069385766983, 0.0010769638465717435, 0.6207732558250427, 0.0017379060154780746, 0.022049060091376305, 6.11160576227121e-05]"
928,89,"Furthermore, in 2024, we trained 273 (more than 80%) sourcing managers on Responsible Sourcing practices",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3.0,kpi,"Furthermore, in 2024, we trained 273 (more than 80%) sourcing managers on Responsible Sourcing practices","[5.028488885727711e-05, 3.4875170968007296e-05, 3.3413994970032945e-05, 0.00023104139836505055, 0.0009317207732237875, 0.004758454859256744, 0.00095383106963709, 0.2877075672149658, 0.004076972138136625, 0.32049548625946045, 0.00010734434181358665]"
929,90,EcoVadis and SEDEX performance data are also a data source for our risk screening in our supply chain,SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,,EcoVadis and SEDEX performance data are also a data source for our risk screening in our supply chain,"[2.885282810893841e-05, 4.177093069301918e-05, 2.9370943593676202e-05, 0.00012829891056753695, 0.0015821740962564945, 0.011737572960555553, 0.046780914068222046, 0.36393100023269653, 0.0004101816739421338, 0.06349395960569382, 0.00033113305107690394]"
930,91,"Together with the SEDEX radar, Sphera alerts and the Union for Ethical Bio Trade (UEBT) risk tool help us screen any alerts and deviations from our standards",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,nro relevant?,"Together with the SEDEX radar, Sphera alerts and the Union for Ethical Bio Trade (UEBT) risk tool help us screen any alerts and deviations from our standards","[3.189728522556834e-05, 3.228388959541917e-05, 2.9769307730020955e-05, 0.0001286121114389971, 0.0002962247235700488, 0.0008682655170559883, 0.004916658625006676, 0.2353496551513672, 0.0061936271376907825, 0.08477181941270828, 9.46828440646641e-05]"
931,92,"2024/2025 assessment roadmap Building on our Responsible Sourcing experience, and pilot due diligence learnings from 2022/2023, we have developed a 2024/2025 assessment roadmap, and a due diligence framework",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"2024/2025 assessment roadmap Building on our Responsible Sourcing experience, and pilot due diligence learnings from 2022/2023, we have developed a 2024/2025 assessment roadmap, and a due diligence framework","[1.6134532415890135e-05, 1.5206143871182576e-05, 3.0571423849323764e-05, 0.00010854379797820002, 0.0005234819836914539, 0.0007653228822164237, 0.0010134082986041903, 0.28029125928878784, 0.0003378813271410763, 0.019858209416270256, 2.832860809576232e-05]"
932,93,"Our proactive due diligence roadmap 2024-2025 prioritizes a first set of assessments on 21 supply chains in 21 countries, based on risks screening of strategic business ingredients",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,,"Our proactive due diligence roadmap 2024-2025 prioritizes a first set of assessments on 21 supply chains in 21 countries, based on risks screening of strategic business ingredients","[9.848044101090636e-06, 3.518108860589564e-05, 4.1769337258301675e-05, 7.057193579385057e-05, 0.0010766417253762484, 0.0017557580722495914, 0.009239011444151402, 0.4417847990989685, 0.0002097404358210042, 0.0296547282487154, 0.00015860293933656067]"
933,94,This work is done hand in hand with the sourcing business teams and sales business teams to embed sustainability into procurement business decisions,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,This work is done hand in hand with the sourcing business teams and sales business teams to embed sustainability into procurement business decisions,"[2.369888716202695e-05, 5.426602001534775e-05, 2.0233199393260293e-05, 0.00025412780814804137, 0.008309340104460716, 0.020123770460486412, 0.001254907576367259, 0.2614096999168396, 0.0005930939805693924, 0.02085551992058754, 0.0002840831584762782]"
934,97,"In our supply chain due diligence framework, we have translated international standards on responsible business conduct (OECD Due Diligence Guidance for Responsible Business Conduct and the UN Guiding Principles on Business and Human Rights Guidelines) into our own 5-step supply chain due diligence process",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,ungps?,"In our supply chain due diligence framework, we have translated international standards on responsible business conduct (OECD Due Diligence Guidance for Responsible Business Conduct and the UN Guiding Principles on Business and Human Rights Guidelines) into our own 5-step supply chain due diligence process","[1.1621874364209361e-05, 1.9291192074888386e-05, 1.3196808140492067e-05, 0.00017192248196806759, 0.0008224435732699931, 0.0017103675054386258, 0.0023375023156404495, 0.5292643308639526, 0.000509842240717262, 0.009513301774859428, 3.594165536924265e-05]"
935,98,"The process comes with dedicated methodologies that are designed to allow assessment of Human Rights risks, including Child and Forced Labor",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"The process comes with dedicated methodologies that are designed to allow assessment of Human Rights risks, including Child and Forced Labor","[8.101591083686799e-05, 6.129289977252483e-05, 0.0001823942584451288, 0.0005021871183998883, 0.0004137834475841373, 0.0040069082751870155, 0.03507715091109276, 0.6099517941474915, 0.00023504211276303977, 0.020315520465373993, 0.0006444535101763904]"
936,99,We are designing a reporting procedure and governance model,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We are designing a reporting procedure and governance model,"[0.00023837141634430736, 0.0006895001861266792, 0.0005315003218129277, 0.0006189366686157882, 0.0007590710301883519, 0.0005185033660382032, 0.0027707996778190136, 0.4983427822589874, 0.00503710750490427, 0.1946363002061844, 0.008452082984149456]"
937,100,With this we aim to raise awareness and address the existence of a potential or actual adverse impact,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,With this we aim to raise awareness and address the existence of a potential or actual adverse impact,"[2.5301480491179973e-05, 3.488215952529572e-05, 3.105861469521187e-05, 7.447969255736098e-05, 0.00039376941276714206, 0.0015731024323031306, 0.0015315894270315766, 0.17535506188869476, 0.04446733370423317, 0.01346655748784542, 5.143009184394032e-05]"
938,101,This allows us to support in-and prioritize with our decision-making process,SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,This allows us to support in-and prioritize with our decision-making process,"[0.00010996230412274599, 0.00014688984083477408, 2.4111805032589473e-05, 0.00026888761203736067, 0.003982733469456434, 0.003486169967800379, 0.0026200013235211372, 0.2514711320400238, 0.0013810074888169765, 0.12292280048131943, 0.000486228265799582]"
939,102,"We also leverage certifications on the most sensitive supply chains such as UEBT, Fair for Life, Rainforest Alliance, and others",SID_438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,4.0,,"We also leverage certifications on the most sensitive supply chains such as UEBT, Fair for Life, Rainforest Alliance, and others","[0.0001628523605177179, 5.6810371461324394e-05, 5.8923029428115115e-05, 0.0005475664511322975, 0.0056860256008803844, 0.026635559275746346, 0.013744260184466839, 0.4315055310726166, 0.0005281523335725069, 0.02653401531279087, 0.00038465880788862705]"
940,103,"step due diligence process A due diligence expert team is in charge of tailoring our assessment and action plans to a variety of contexts, supply chains and nature of impacts to enable the implementation of our 5-step approach",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,Not link to ms?,"step due diligence process A due diligence expert team is in charge of tailoring our assessment and action plans to a variety of contexts, supply chains and nature of impacts to enable the implementation of our 5-step approach","[6.6007546593027655e-06, 1.0383989319961984e-05, 1.0792540706461295e-05, 8.934575453167781e-05, 0.00034296041121706367, 0.0003167680115438998, 0.0005618157447315753, 0.3282938599586487, 0.0035077359061688185, 0.02661309950053692, 7.987528806552291e-05]"
941,104,"Throughout steps 1 to 3, we combine systematic risks screening with more in-depth impact identification",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,Not link to ms?,"Throughout steps 1 to 3, we combine systematic risks screening with more in-depth impact identification","[1.5829227777430788e-05, 2.4471308279316872e-05, 1.7640973965171725e-05, 4.4354099372867495e-05, 0.0015712857712060213, 0.0019647465087473392, 0.006397149991244078, 0.4540393650531769, 0.0018293625907972455, 0.027657078579068184, 0.00020008748106192797]"
942,105,"Systematic risks screening allows to detect non-negligeable human rights risks by cross- checking sector/country risk data, with suppliers performance data and risks watch",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,Not link to ms?,"Systematic risks screening allows to detect non-negligeable human rights risks by cross- checking sector/country risk data, with suppliers performance data and risks watch","[3.9474834920838475e-05, 6.768467574147508e-05, 4.3096944864373654e-05, 0.00016802706522867084, 0.001268147025257349, 0.002385555300861597, 0.020172152668237686, 0.5692387223243713, 0.0008603520109318197, 0.07221607863903046, 0.00041039776988327503]"
943,106,"Then, we establish roadmaps to conduct due diligence assessments on priority risks",SID_438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,Not link to ms?,"Then, we establish roadmaps to conduct due diligence assessments on priority risks","[9.087524085771292e-05, 4.573384649120271e-05, 5.257596058072522e-05, 0.0003568707325030118, 0.0010438761673867702, 0.0015073481481522322, 0.006737907882779837, 0.3505435585975647, 0.0007303940947167575, 0.04649149999022484, 0.00044052687007933855]"
