,sentence,prediction,targets,confidence
456,"Primetals Technologies is part of the Mitsubishi Heavy Industries (MHI) group of companies.Primetals Technologies has around 7,000 employees worldwide",0,0,0.544537578088388
457,"Primetals Technologies has 62 locations (each covering one or more of the following activities: design, manufacturing, sales and after service) distributed across 23 countries and sources goods and services from over 50 countries",0,0,0.6181569296216869
458,"Primetals Technologies has 62 locations (each covering one or more of the following activities: design, manufacturing, sales and after service) distributed across 23 countries and sources goods and services from over 50 countries",0,0,0.6181569296216869
459,"Primetals Technologies has dedicated Supply Chain Management (SCM) organizations in nine countries (UK, Austria, Germany, India, China, Japan, USA, Mexico, and Brazil)",0,0,0.6086496515779376
460,"REGISTRATION ON THE UK GOVERNMENT MODERN SLAVERY STATEMENT REGISTRY To demonstrate our support in the fight against Modern Slavery worldwide and to show the positive steps which are established within Primetals Technologies to prevent and detect signs of Modern Slavery, Primetals Technologies has registered on the voluntary UK Government Modern Slavery statement registry",0,0,0.5747662589355472
461,"Primetals Technologies has issued a Modern Slavery Act Policy which confirms that the prevention, detection and reporting of Modern Slavery in any part of Primetals Technologies business or supply chains is the responsibility of all those working for Primetals Technologies or under its control",0,0,0.5629271139048829
462,Employees are encouraged to raise concerns about any issue or suspicion of Modern Slavery in any parts of Primetals Technologies business or supply chains at the earliest possible stage via their local,0,0,0.5490731711921382
463,"manager, their local compliance manager or via Primetals Technologies confidential whistleblower hotline Speak Up",0,0,0.5257640075925759
464,It is enshrined in the policy that no one will suffer any detrimental treatment as a result of reporting in good faith their suspicion that Modern Slavery of whatever form is or may be taking place in any part of Primetals Technologies business or in any of its supply chains,1,0,0.6641985396464039
465,Each employee of Primetals Technologies is informed about the policy and is therefore aware of Modern Slavery issues,0,0,0.5546604446120073
466,"The Raisio Code of Conduct applies to all Raisio Group's operations, employees, management as well as the members of the Board and Supervisory Board",0,0,0.5684924469967291
467,Please find the MHI Code under the following link https://www.mhi.com/company/aboutmhi/policy/pdf/codeofconduct_en.pdf Within the MHI Code it is clearly stated under chapter Occupational environment and human rights that MHI will ensure that it: does not use compulsory or forced labor in any of its operations; and does not use child labor in any of its operations,1,0,0.6642187712550292
468,Please find the MHI Code under the following link https://www.mhi.com/company/aboutmhi/policy/pdf/codeofconduct_en.pdf Within the MHI Code it is clearly stated under chapter Occupational environment and human rights that MHI will ensure that it: does not use compulsory or forced labor in any of its operations; and does not use child labor in any of its operations,1,0,0.6642187712550292
469,"Furthermore, it is mentioned that MHI will not tolerate: sexual harassment; any other kind of harassment, whether direct or indirect, physical, or psychological, verbal, or non-verbal; and any other action or activity that creates a hostile working environment for its employees",1,0,0.7748560675779687
470,It complements the companys Code of Conduct and is applied in all Raisios Group companies globally,0,0,0.6646738807144864
471,Raisio Group policies and Code of Conduct are implemented globally to all employees,0,0,0.5293867777892305
472,"Due diligence Raisio Group expects its suppliers to commit to the Raisio Supplier Code of Conduct, which includes the requirement for respect for the fundamental principles and rights at work as defined by the International Labour Organization (ILO) and human rights principles of the UN Global Compact initiative",0,0,0.5693607424226262
473,"Our key tools for ensuring responsible supply chain include engaging suppliers in the Raisio Supplier Code of Conduct, supplier self-assessments and audits, reducing purchases from countries with high- risk on human right violations and ensuring material traceability",0,0,0.5535206092502378
474,Training and communication All employees are trained in the Raisio Code of Conduct,0,0,0.5715528692011033
475,have in place an appropriate anti-slavery policy which similarly reflects the commitment to acting ethically and with integrity in all business relationships,0,0,0.5575032459519492
476,"The policies across the Group vary, but include: Code of Conduct, Whistleblowing, Grievance and Human/labour rights
",0,0,0.555921499412186
477,"DUE DILIGENCE PROCESSES Given the fact that the highest Modern Slavery risk for Primetals Technologies exists in the supply chains, Primetals Technologies sets out several Due Diligence steps which SCM should follow to seek to mitigate this risk",0,0,0.5671982130366952
478,The following Due Diligence processes are in place: Risk assessment of suppliers: Primetals Technologies distinguishes between normal and high-risk suppliers which are located in a country which has an estimated proportion of the population in Modern Slavery of 0.5% or more in accordance with the Global Slavery Index,0,0,0.5239843244340681
479,https://www.globalslaveryindex.org/ Compulsory actions for New Supplier Registration: There is for instance a requirement for the potential supplier to fill out an Assessment Template including questions regarding Modern Slavery,0,0,0.5132861561533415
480,Identification of High-Risk Suppliers and sharing the results with all local SCM employees,0,0,0.6056555912815218
481,"Monitoring for Existing Suppliers: Regardless whether the supplier is considered a High-Risk Supplier or not, all SCM members keep watch for any suspicions of Modern Slavery through their daily activity eg discussion or document survey",0,0,0.5383663564521719
482,"Supplier site visit: During all visits to suppliers premises - independently whether that supplier is considered a High-Risk Supplier or not - all Primetals Technologies representatives are aware of and are on the lookout for signs that workers may be victims of slavery, servitude, or exploitation",0,0,0.5481349619150907
483,In case there is evidence of Modern Slavery indicators Primetals Technologies employees ask the suppliers special (predetermined) questions to better assess the situation,0,0,0.5272381152177373
484,"In any case of suspicion: additional clarification, meeting or supplier site visit must be done; where SCM is unsure as to whether a supplier should be engaged or not, further guidance is sought from Compliance colleagues; and all clarifications and decisions must be recorded and stored",0,0,0.5354902558358715
485,"In any case of suspicion: additional clarification, meeting or supplier site visit must be done; where SCM is unsure as to whether a supplier should be engaged or not, further guidance is sought from Compliance colleagues; and all clarifications and decisions must be recorded and stored",0,0,0.5354902558358715
486,"As part of an internal questionnaire, all Primetals Technologies entities and Primetals Technologies controlled affiliates confirmed that up to 31 March 2023, there was no warning sign of Modern Slavery in any parts of Primetals Technologies business and supply chain",1,1,0.5709158925602904
487,"TRAINING To ensure that our staff understand and can identify Modern Slavery and Human Trafficking risks in our supply chains and business, we continue to develop and provide appropriate training",0,0,0.5784553258701658
488,In the financial year 2022 all the employees who are directly dealing with suppliers in their daily business were trained in a Primetals Technologies internal training; a risk based selected group of employees completed in addition to the Primetals Technologies internal training - a Modern Slavery web-based training; and,0,0,0.5944508508746114
489,In the financial year 2022 all the employees who are directly dealing with suppliers in their daily business were trained in a Primetals Technologies internal training; a risk based selected group of employees completed in addition to the Primetals Technologies internal training - a Modern Slavery web-based training; and,0,0,0.5944508508746114
490,"an SCM training course for project managers (which includes the topic of Modern Slavery and Human Trafficking) is given on a regular basis, and attending this course is one of the essential requirements before being certified as a Senior project manager within Primetals Technologies",0,0,0.5766028334858233
491,"OUR EFFECTIVENESS IN ELIMINATING SLAVERY AND HUMAN TRAFFICKING During financial year 2023, Primetals Technologies will continue to review the effectiveness of the measures it takes to assess, prevent, and mitigate Modern Slavery or Human Trafficking in our business and supply chains, and we will use this for a better development of our procedures and best practices",0,0,0.5525895015450699
492,"As part of recruitment industry/sector, the Orion Group recognises that it has a responsibility to take a robust approach to slavery and human trafficking with a zero tolerance policy prohibiting trafficking in persons",1,0,0.5663453972906743
493,This statement cover the activities for the Orion Group and its ultimate parent company Orion Engineering Services Limited,0,0,0.5725773248112466
494,The following UK business entities also form part of the Orion Group,0,0,0.5814337827461629
495,Orion Executive Search Ltd Orion Rail Construction Services Ltd Orion Commissioning and Completions Management Services Ltd,0,0,0.6020104084014595
496,"Orion Group has over 200 employees worldwide, supplying recruitment services and managing placements of over 3,500 workers/contractors every year via our worldwide network of offices throughout Europe, the Americas, the Middle East, Asia Pacific and Africa",0,0,0.605823585700554
497,"Orion Group has over 200 employees worldwide, supplying recruitment services and managing placements of over 3,500 workers/contractors every year via our worldwide network of offices throughout Europe, the Americas, the Middle East, Asia Pacific and Africa",0,0,0.605823585700554
498,The Orion Group is also a member of the Recruitment and Employment Confederation (REC),0,0,0.5974964075593046
499,"Providing specialist recruitment services across a range of sectors including Accountancy & Finance, Construction and Property, Commissioning, Energy, Oil and Gas, Engineering and Manufacturing, Executive, Life Sciences, Office Professionals, Purchasing, Rail, Renewables and Telecoms",0,0,0.6357909773097813
500,The Orion Group have the market intelligence and the experience necessary to take a holistic approach to project delivery managing contracting services from start to finish,0,0,0.6437297331630493
501,"Our supply chains include but are not limited, sourcing of candidates for clients",0,0,0.642702104500734
502,This may involve the introduction by external agencies to the Orion Group for onward supply to our clients,0,0,0.6129339585904482
503,develop a new Code of Conduct for Suppliers and supplier questionnaire to identify the risk of modern slavery at a pre-contract stage and ensure that they comply with their anti-slavery contractual obligations,0,0,0.5118786204236873
504,"The Orion Group takes its responsibility to be alerted to risks seriously and staff are expected to report concerns, no matter how small, in line with policies and procedures in place",0,0,0.5892268618417191
505,The Orion Group assesses whether or not particular activities or countries are high risk in relation to slavery or human trafficking,1,0,0.5177800618297209
506,In doing so consideration is given to the services/products provided over the duration of the contract and the supply chain involved,0,0,0.677659440545691
507,"Consideration is also given to the suppliers current activity reviewing their website, codes of conduct and as appropriate sourcing policies in terms of having",0,0,0.6129167557403847
508,GCX Staff should also refer to our Whistleblowing Policy and Code of Conduct for more detail,0,0,0.529052161276998
509,Sourcing policies that address slavery,0,0,0.6411779768466316
510,Demonstrable management processes in place to manage the risk of slavery in their supply chain,0,0,0.5387628014297736
511,Been identified in the media or through organisations that monitor risk as having instances of slavery,0,0,0.5703533195869496
512,"For suppliers of goods or services that are not for resale, the Group will assess the risk in relation to each sector and carry out desktop reviews or conduct face to face meeting and reviews with those suppliers to ensure they are effectively manage the risk in the business",1,0,0.504388818973244
513,Responsibilities for the Orion Groups anti-slavery initiatives are as follows,0,0,0.5624029285520422
514,Policies: The Human Resources and Business Management Systems departments are responsible for ensuring Group policies are up to date and reflective of the Modern Slavery Statement (Group),0,0,0.6336851963431459
515,Risk assessments: In accordance with the Orion Group Business Management System and as appropriate the Group undertakes risk assessments in relation to activities undertaken and suppliers,0,0,0.5953788445452087
516,Investigations/due diligence: The Group Commercial and Compliance Departments in conjunction with Regional Directors and Country Managers are responsible (Within Regional/Country responsibilities) for investigations and ensuring due diligence is undertaken in respect of slavery and human trafficking,0,0,0.5634610698668322
517,"Awareness raising: The Group Commercial and Compliance Departments, Regional Directors and Country Managers will receive awareness notifications in respect of their responsibilities regarding slavery and human trafficking in the supply of services and in receipt of services from suppliers",0,0,0.5396973853060426
518,Within the Orion Group Standards of Business Conduct the following policies that outline the company position and its approach to the identification of modern slavery risks and steps to be taken to prevent slavery and human trafficking in its operations,1,0,0.5132368606643078
519,"Whistleblowing policy: The Orion Group encourages all its workers, customers and other business partners to report any concerns related to the direct activities, or the supply chains of, the Group",0,0,0.559833471029778
520,This includes any circumstances that may give rise to an enhanced risk of slavery or human trafficking,0,0,0.631516778726688
521,"The Orion Groups whistleblowing procedure is designed to make it easy for workers to make disclosures, without fear of retaliation",0,0,0.5352006325783032
522,"Other relevant policies: Orion has other relevant policies to which they can refer, for example a Corporate Social Responsibility policy, contained within the Standards of Business Conduct and the Business Management System which are also considerate of slavery and human trafficking risks",0,0,0.5984065095504268
523,the adoption of our Code of Conduct,0,0,0.5751672810167983
524,These standards (without limitation) are likely to include,0,0,0.5735449275251228
525,Refrain from holding a person in slavery or servitude or requiring any person to perform any form of forced or compulsory labour,1,0,0.6571573287199461
526,Not arrange or facilitate the trafficking of any persons,1,0,0.6964865727890722
527,Not purchase materials or services from companies who use involuntary labour or participate in human trafficking,1,0,0.7607430677011298
528,Treat and reward employees equally on the basis of the characteristics of their work and the intensity of their effort,0,0,0.6553576706060574
529,"Provide, whilst taking into account the specific dangers of the relevant sector for safe, hygienic and healthy working environments for all their employees",0,0,0.6665401852367526
530,"Provide, as a minimum, rates of pay at the national legal standards; and",0,0,0.6379020163619374
531,Act in accordance with the applicable national and regional laws and regulations at all times,0,0,0.6595885785552525
532,The organisation's due diligence and reviews include,0,0,0.5577590921555262
533,mapping the supply chain broadly to assess particular product or geographical risks of modern slavery and human trafficking,0,0,0.5898489583653834
534,evaluating the modern slavery and human trafficking risks of each new supplier,0,0,0.5415109353651729
535,reviewing on a regular basis all aspects of the supply chain based on the supply chain mapping,0,0,0.5989229860994436
536,as appropriate conducting random supplier audits / assessments on slavery and human trafficking where higher risks are identified,0,0,0.6069459239056214
537,reviewing an annual risk profile for each supplier,0,0,0.5189657859497709
538,Specifically awareness in respect of Groups position on modern slavery issues is communicated at induction and as part of an annual refresher,0,0,0.5219771022088243
539,"MPI provides suitably qualified and experienced temporary labour and permanent staff to industry and it is committed to ensuring that its staff and the workers it supplies (directly or indirectly) are not subject to behaviour or threats that may amount to modern slavery, human trafficking, forced labour, and similar human rights abuses",0,0,0.5237545853610938
540,"All staff within MPI are expected to comply with all laws, act in accordance with MPIs Modern Slavery Policy, with integrity, honesty and respect for the human rights of others",0,0,0.5597268395437133
541,"Modern slavery forms part of the onboarding training package undertaken by new employees are required to sign a statement that they have read and understood the Modern Slavery policy and Anti-Fraud, Bribery, Money Laundering and Corruption Policy",0,0,0.5326870946689063
542,Training and information on modern slavery is provided to members of staff annually and recorded,0,0,0.5165917353738406
543,"In 2023, 100% of employees received awareness-raising information that reiterated what modern slavery is, the signs to look out for within the business and industries we provide labour to, the checks that need to be undertaken and how to report suspected modern slavery activities and all acknowledged that they had read and understood the briefings",0,0,0.6019021758134538
544,"In 2023, 100% of employees received awareness-raising information that reiterated what modern slavery is, the signs to look out for within the business and industries we provide labour to, the checks that need to be undertaken and how to report suspected modern slavery activities and all acknowledged that they had read and understood the briefings",0,0,0.6019021758134538
545,All MPI employees have access to dedicated channels through which they may voice concerns through local and central reporting mechanisms,0,0,0.5488315703789111
546,"Any staff, workers or other parties are strongly encouraged to report any concerns or suspicions that they might have to their line manager, to the Quality and Sustainability Director or contact the Modern Slavery Helpline or Police",0,0,0.5545958311233246
547,"To date there have been no reports made surrounding these issues, however the senior leadership team are committed to ensuring that any investigations shall be prompt and effective, should actual or suspected modern slavery activities be reported",1,0,0.5409322957458653
548,"MPI is committed to protecting employees when disclosing malpractice and will ensure that all disclosures made in good faith will be treated confidentially, professionally and without fear of retaliation",0,0,0.568688082204595
549,We monitor our risks by looking at,0,0,0.5451561654937864
550,"The number of suppliers who provide their own modern slavery statements, The effectiveness of enforcement against any suppliers who breach policies, The amount of time spent on audits and related due diligence, and The level of modern slavery awareness amongst our staff",0,0,0.5250382732565687
551,"As part of our initiative to identify and mitigate risk, the following potential risk areas have been identified",0,0,0.5762281122612348
552,Provision of temporary workers to clients Risk: Temporary workers placed with clients may be enslaved or human trafficked individuals,1,0,0.5793807660307572
553,Risk control: Modern day slavery checks are interwoven throughout MPIs end-to-end recruitment business practices,1,0,0.5331534479200906
554,"At the outset of the recruitment process, our recruitment team ensure strict compliance checks are carried for all candidates",0,0,0.6146444792784163
555,Eligibility to work in the UK checks are carried out for all assignees and our recruiters and administrators verify the identity of each worker before supply commences,0,0,0.6184972986534513
556,"Copies of forms of identity such as passports are taken and the originals are not retained by MPI, only the copies are in electronic stored documents on our candidate database",0,0,0.5735048820235301
557,"Audits are carried out throughout the year of entries on the database to identify errors, anomalies and inconsistencies in candidate and assignee records",0,0,0.5792350535133598
558,"Employment agencies are prohibited by law, from charging or seeking to charge work-seekers to find or seek work for them and MPI complies with this",1,0,0.500777703920069
559,Individuals are not subject to hidden payments of any form,0,0,0.5751070932282892
560,All employees and assigned contract workers are treated fairly and a contract for or of services is entered into at will by both parties,0,0,0.710228721532933
561,Payments are agreed before the assignment commences,0,0,0.6767489251664358
562,Wages are not unfairly held and made weekly a week in arrears to the assigned workers personal or business bank account and monthly for employees,0,0,0.5497342876831648
563,"A flag up system highlights requests made for monies to be paid into a different account, enabling checks to be carried to eliminate the risk of bonded labour having no access to their earnings",1,0,0.5390768562814192
564,"All payment mechanisms comply with HMRC legislation in relation to tax, National Insurance and pension contributions",0,0,0.6693810926458931
565,Our employees have been made aware to look out for signs of modern slavery within the teams of assigned workers when undertaking onsite visits and safety tours,1,0,0.513361114993987
566,"Risk control: As part of our commitment to identify and eradicate slavery and human trafficking, we also have in place a process to undertake due diligence on our supply chain network including second tier recruitment agencies where utilised, to ensure compliance with legislative obligations",0,0,0.5120333525410551
567,All suppliers are required to complete and return a supplier appraisal questionnaire that summarises their adherence to the Modern Slavery Act 2015,0,0,0.5431754729697641
568,"If our due diligence reveals any issues, we are committed to taking appropriate action, including but not limited to",0,0,0.5799911591599625
569,"Working with the appropriate organisations to improve standards, Removing that organisation from our preferred supplier list, Passing details to appropriate law enforcement bodies",0,0,0.5366485383779744
570,Our effectiveness in combating slavery and human trafficking MPI has not received any reports of instances of modern slavery over the past financial year,1,0,0.5847130324628799
571,MPI will continue to raise awareness of modern slavery and of the need for proper due diligence to be applied throughout the coming year and formally re-brief all employees by the end of July 2024,1,0,0.5239552127508923
572,Modern slavery will continue to be included within the induction process for all new employees,1,0,0.5018222697958216
573,"MPI shall continue to conduct regular audits of its assignees, candidate registration and vacancy fulfilment processes to ensure that only eligible workers are assigned to clients",0,0,0.6087963554496026
574,MPI will assess new suppliers to ensure that they adhere to the Modern Slavery Act 2015,0,0,0.5467473953065464
575,MPI shall continue to monitor and investigate any reports of modern slavery or human trafficking,0,0,0.5578217766682565
576,"Our company brings together the best of two market leaders in fragrance, taste, texture, and nutrition, united in a common purpose: to bring progress to life, by combining the essential, the desirable, and the sustainable",0,0,0.6527290721301479
577,"dsm-firmenich is a Swiss company, which is listed on the Euronext Amsterdam and with dual headquarters in Switzerland and the Netherlands",0,0,0.627047749765103
578,Our company has operations in almost 60 countries and revenues of more than 12 billion,0,0,0.635792273965959
579,"With a diverse, worldwide team of nearly 30,000 employees, we bring progress to life every day, everywhere, for billions of people",0,0,0.68657703325584
580,"Working with over 31,000 suppliers, we hold ourselves accountable for human rights",1,0,0.5048864203234423
581,"To live up to this promise and to drive compliance with all applicable human rights laws and regulations, we have dedicated experts on Human Rights within our Group Sustainability and Responsible Sourcing teams",0,0,0.6569567273362862
582,an annual review of what we deem to be any high-risk suppliers to confirm their compliance with our Code of Conduct,0,0,0.5666801528177352
583,In our supply chain due diligence (SCDD) framework we translate international standards on responsible business conduct (OECD Due Diligence Guidance for Responsible Business Conduct and the UN Guiding Principles on Business and Human Rights Guidelines) into our own supply chain due diligence process,0,0,0.5607740067583085
584,Everyone who works for us is required to complete training on the Jardine Motors Group Code of Conduct and our anti-bribery and corruption policy,0,0,0.5232329537850133
585,"In addition, we are audited by our customers on our human rights compliance via the Supplier Ethical Data Exchange (SEDEX) platform",0,0,0.6273686481247877
586,This platform is used to monitor and track social and environmental performance and also address human rights compliance,0,0,0.5863608851570586
587,"The Self-Assessment Questionnaire (SAQ) looks at four core pillars in the areas of Labor Standards, Health and Safety, Environment and Business Integrity",0,0,0.538977465393535
588,"To ensure compliance, sites are checked at least every three years by external auditors using the SEDEX Members Ethical Trade Audit (SMETA) process",0,0,0.5868749946387535
589,"The findings are closely monitored, and non- compliance rapidly remediated through the introduction of appropriate corrective actions",0,0,0.555284459147871
590,"We have a strong relationship with the UN, being a Global Compact Impact Sponsor for Labor and Decent Work",0,0,0.6283324130028035
591,The Responsible Sourcing team within Procurement has been created to work in collaboration with sourcing managers to accelerate and support suppliers engagement on sustainable certification and human rights projects where relevant,0,0,0.6041482023381505
592,"Through our Supplier Engagement program, we facilitate onboarding of suppliers on due diligence requirements through workshops, training resources, and access to toolkits",0,0,0.6203403030519355
593,Supplier sustainability performance and specifically human rights performance is measured through various sustainability assessment platforms,0,0,0.5969966013345356
594,"For this specific pillar, to encourage suppliers to build their own human rights due diligence approach and management systems, we are engaging and training those that are currently below the minimum of our expected performance of 60 points",0,0,0.5702560254858464
595,"The second tool used with our value chain partners is SEDEX, in a similar way that we ensure compliance at our own sites",0,0,0.5843714000483479
596,We set objectives at Procurement and Business Unit levels in terms of Human Rights Performance of our suppliers based on EcoVadis,0,0,0.5903226453931086
597,Progress is monitored by the Procurement Leadership Team on a quarterly basis,0,0,0.571024843396309
598,"To reinforce our capacity to address human rights risks with our suppliers, our strategy is also based on raising awareness and train the entire procurement community on human rights, including on the UN Human Rights Guiding Principles for Business",0,0,0.5626599273904593
599,"Furthermore, in 2024, we trained 273 (more than 80%) sourcing managers on Responsible Sourcing practices",0,0,0.6389864105459585
600,EcoVadis and SEDEX performance data are also a data source for our risk screening in our supply chain,0,0,0.6131503559132253
601,"Together with the SEDEX radar, Sphera alerts and the Union for Ethical Bio Trade (UEBT) risk tool help us screen any alerts and deviations from our standards",0,0,0.5651003220155812
602,"Our proactive due diligence roadmap 2024-2025 prioritizes a first set of assessments on 21 supply chains in 21 countries, based on risks screening of strategic business ingredients",0,0,0.5888020258161645
603,"In our supply chain due diligence framework, we have translated international standards on responsible business conduct (OECD Due Diligence Guidance for Responsible Business Conduct and the UN Guiding Principles on Business and Human Rights Guidelines) into our own 5-step supply chain due diligence process",0,0,0.5608585636569524
604,"The process comes with dedicated methodologies that are designed to allow assessment of Human Rights risks, including Child and Forced Labor",0,0,0.5657281517996466
605,"We also leverage certifications on the most sensitive supply chains such as UEBT, Fair for Life, Rainforest Alliance, and others",0,0,0.5791933167560575
606,"As described elsewhere in this report, through our Responsible Sourcing Program, we undertake due diligence and ensure safeguards are put in place across our supply chain to prevent child labor",0,0,0.611083985475634
607,"In May 2024, an investigative media report about alleged human rights abuses, notably child labor, in jasmine-picking in Egypt was released",0,0,0.5175662461213392
608,Here's what happened in our jasmine supply chain in Egypt: In October 2022 our Responsible Sourcing experts conducted a thorough social assessment of our jasmine supply chain in Egypt,0,0,0.5672262563806143
609,Here's what happened in our jasmine supply chain in Egypt: In October 2022 our Responsible Sourcing experts conducted a thorough social assessment of our jasmine supply chain in Egypt,0,0,0.5672262563806143
610,The results showed certain non-conformities with our supplier at that time,1,0,0.5056957041090477
611,"Immediately, after hearing these findings, we addressed this matter with the partner involved",0,0,0.5476538149612198
612,"In alignment with OECD guidelines and UNGP international standards, we proposed to this supplier remediation activities and targeted efforts for an extended period of time",0,0,0.6092609421760536
613,"As the follow up was not as per our standards, we decided in August 2023 to stop ordering jasmine from that supplier in Egypt",1,0,0.6472643080991834
614,We transitioned to a new supplier in Egypt that is committed to abide by our Supplier Code,0,0,0.6182823810902742
615,"Alongside many companies that use jasmine derivatives in their products, we are collaborating with the International Labour Organisation (ILO) and Fair Labor Association (FLA), an international network that champions human rights on farms and in factories worldwide, to develop concrete solutions that swiftly can be implemented to improve the local situation",0,0,0.6102435262584346
616,"These include strategies to promote fair compensation and build the economic resilience of families, which can eliminate one of the root causes of child labor; strengthen child protection measures and improve childrens access to education; improve human rights due diligence systems at the processor level; and generate support for legal and policy initiatives, including social protection measures",0,0,0.6415832185398073
617,"Collectively, these actions will enable us to act as quickly and as effectively as possible to limit the risks of labor rights abuses in the jasmine supply chain, while continuing to operate in these regions with respect for the environment, the farmers, and the workers",0,0,0.5682973193639782
618,"In terms of assessments, we finalized assessments on 4 supply chains in 4 countries and are still consolidating ongoing assessments on 6 supply chains in 6 countries",0,0,0.5889989188140662
619,"The main findings were risks and adverse impacts related to child labor, health & safety at work, fair procurement practices, workers & farmers remuneration",0,0,0.5879327477236612
620,"To mitigate these risks and remediate these adverse effects, we are implementing and/or in the process of co-creating action plans on 6 supply chains in 6 countries",0,0,0.5987124511573931
621,"dsm-firmenich is participating in a joint project, Harvesting the Future, created in January 2023 as an extension of Fair Labor Association's (FLA) flagship project, Harvesting the Future, in Turkey, to cover the country's rose sector for an initial two-year period, lasting through December 2024",0,0,0.5644665717966392
622,"We have selected and partnered with the most advanced and recognized standards bodies in our industry, such as UEBT, Fair for Life and Rainforest Alliance",0,0,0.6578575916065003
623,"We have reinforced this with an updated Supplier Code of Conduct that sets out our expectations for suppliers on business ethics and integrity, health and safety, environment and labour rights, and specifically highlights labour practices",0,0,0.5595299104207336
624,The Code of Practice was rolled out across the supplier base in early 2021,0,0,0.5682198093161174
625,"In early 2024, we launched our integrated Speak Up platform, which is run by an external provider and can be accessed 24/7",0,0,0.5593366134153601
626,"In 2023, we still used our legacy notification system for whistleblowing, Firmenich Speak-Up and DSM Alert",0,0,0.548879027967963
627,Our integrated platform offers the possibility to report anonymously and is also available for third parties,0,0,0.584777081517573
628,"We offer three different channels on the Speak Up platform: Website, Mobile Application (App) and via Phone",0,0,0.5738207986910523
629,dsm-firmenich will treat all disclosures of suspected wrongdoing in a confidential and sensitive manner and maintain the privacy of the reporter,0,0,0.5031620503286677
630,"We have a dedicated team of experts who document, assess, and follow-up on all cases in a timely manner, supported by our Speak Up Framework",0,0,0.6313218011974389
631,Our annual Employee Engagement Survey provides insights on how comfortable employees feel to speak up,0,0,0.6650413614675004
632,"Over 2023, we did not receive any Speak Up complaint about human rights topics (including child labor or forced labor) in our own operations or our supply chain",1,0,0.633376087855783
633,Policy The Dyson Group communicates its standards and expectations to suppliers through the Dyson Ethical and Environmental Code of Conduct (the Code of Conduct) which incorporates international labour and human rights principles and national laws,0,0,0.5518968647136321
634,"This disclosure is made pursuant to the Modern Slavery Act 2015 for the following companies which are part of the Corporation Service Company (""CSC"") group of companies for the financial year from 1 January 2023 to 31 December 2023",0,0,0.5949195844364236
635,Corporation Service Company (UK) Limited - company number 03226320 Corporation Service Company (Europe) Limited - company number 03647310 CSC Administrative Services Limited company number 03709856 CSC DBS Holdings Limited - company number 12370917 CSC Brand Protection Limited - company number 03872790 NetNames Brand Protection Holdings Limited - company number 04034960 NetNames Holdings Limited - company number 07742748 NetNames International Limited - company number 03400906 CSC Digital Brand Services (UK) Limited - company number 03169594 Ascio Limited - company number 08031592 Domain Trustees UK Limited - company number 05639299 Editfile Limited - company number 03317750 Group NBT Limited - company number 04349489,0,0,0.618685189549274
636,CSC operates globally as a domain name registrar and reseller of other products and services,0,0,0.6622448995753933
637,"Additionally, CSC provides brand protection services to clients",0,0,0.5658441317797049
638,"Domain name registration services are provided to registrars on a non-discriminatory basis, with contracts (known as Registry-Registrar Agreements) which are not subject to negotiation or amendment by individual registrars",0,0,0.5566598265106385
639,"Accordingly, CSC is not able to effectively apply any due diligence process in its key supply chain with respect to slavery and human trafficking",1,1,0.6918873434877739
640,"Complies with all national employment legislation in the territories where CSC operates; Ensures that correct employment procedures are implemented such that employees have a safe environment in which to work; and Operates a notification procedure for employees who consider that their specific wellbeing, or that of CSC, is compromised",0,0,0.6447406102141169
641,"Our business D&D London is a group of luxury restaurants, bars and a hotel based principally in the UK and particularly in London, but also with venues in Paris and New York",0,0,0.6344358819901419
642,D&D London has 600 suppliers in the UK and 100 suppliers internationally,0,0,0.6104876150602958
643,"This statement relates to Bresand Leisure Limited, which is the parent company and includes all company owned restaurants under the D&D London brand",0,0,0.7297895823090064
644,We source food and non-food products from the UK and abroad,0,0,0.616497977577145
645,"We currently buy from around 150 first tier suppliers who are material to our business and who in turn source their own ingredients, products and components in the UK and internationally",0,0,0.6468581839125981
646,Policies on modern slavery We operate a number of internal policies to ensure that we are conducting business in an ethical and transparent manner,0,0,0.5376181463969302
647,These include,0,0,0.6467057439572269
648,Modern slavery policy: This policy sets out the organisations stance on modern slavery and explains how employees can identify any instances of this and where they can go for help,1,0,0.6344247853301321
649,"Recruitment policy: We operate a robust recruitment policy, including conducting eligibility to work in the UK checks for all employees to safeguard against human trafficking or individuals being forced to work against their will",0,0,0.593295057209248
650,"Whistle-blowing policy: We operate a whistle-blowing (Public Interest Disclosures) policy so that all employees know that they can raise concerns about how colleagues are being treated, or practices within our business or supply chain, without fear of reprisals",0,0,0.5800981542444298
651,Structure and supply chains D&D London operates a supplier policy and maintains a preferred supplier list,0,0,0.571943603372126
652,We conduct due diligence on all suppliers before allowing them to become a preferred supplier,0,0,0.5846747650706234
653,"This due diligence includes an online search to ensure that particular organisations have never been convicted of offenses relating to modern slavery, on-site audits which include a review of working conditions and a supplier audit questionnaire",0,0,0.5304908778061306
654,Our anti-slavery policy forms part of our contract with all suppliers and they are required to confirm that no part of their business operations contradicts this policy,1,0,0.5693276061880591
655,"Due Diligence processes In addition to the above, as part of our contract with suppliers, we require that they confirm to us that",0,0,0.5894589450014721
656,They have taken steps to eradicate modern slavery within their business,1,0,0.5362667558588748
657,They hold their own suppliers to account over modern slavery,0,0,0.5419140268326798
