sentence_id,statement_id,sentence,prediction,targets,confidence
714,SID_430,Each employee of Primetals Technologies is informed about the policy and is therefore aware of Modern Slavery issues,0,0,0.5546604446120073
716,SID_430,Please find the MHI Code under the following link https://www.mhi.com/company/aboutmhi/policy/pdf/codeofconduct_en.pdf Within the MHI Code it is clearly stated under chapter Occupational environment and human rights that MHI will ensure that it: does not use compulsory or forced labor in any of its operations; and does not use child labor in any of its operations,1,0,0.6642187712550292
718,SID_406,It complements the companys Code of Conduct and is applied in all Raisios Group companies globally,0,0,0.6646738807144864
720,SID_406,"Due diligence Raisio Group expects its suppliers to commit to the Raisio Supplier Code of Conduct, which includes the requirement for respect for the fundamental principles and rights at work as defined by the International Labour Organization (ILO) and human rights principles of the UN Global Compact initiative",0,0,0.5693607424226262
721,SID_406,"Our key tools for ensuring responsible supply chain include engaging suppliers in the Raisio Supplier Code of Conduct, supplier self-assessments and audits, reducing purchases from countries with high- risk on human right violations and ensuring material traceability",0,0,0.5535206092502378
722,SID_406,Training and communication All employees are trained in the Raisio Code of Conduct,0,0,0.5715528692011033
723,SID_430,have in place an appropriate anti-slavery policy which similarly reflects the commitment to acting ethically and with integrity in all business relationships,0,0,0.5575032459519492
724,SID_408,"The policies across the Group vary, but include: Code of Conduct, Whistleblowing, Grievance and Human/labour rights
",0,0,0.555720318514467
725,SID_430,"DUE DILIGENCE PROCESSES Given the fact that the highest Modern Slavery risk for Primetals Technologies exists in the supply chains, Primetals Technologies sets out several Due Diligence steps which SCM should follow to seek to mitigate this risk",0,0,0.5671982130366952
726,SID_430,The following Due Diligence processes are in place: Risk assessment of suppliers: Primetals Technologies distinguishes between normal and high-risk suppliers which are located in a country which has an estimated proportion of the population in Modern Slavery of 0.5% or more in accordance with the Global Slavery Index,0,0,0.5239843244340681
727,SID_430,https://www.globalslaveryindex.org/ Compulsory actions for New Supplier Registration: There is for instance a requirement for the potential supplier to fill out an Assessment Template including questions regarding Modern Slavery,0,0,0.5132861561533415
728,SID_430,Identification of High-Risk Suppliers and sharing the results with all local SCM employees,0,0,0.6056555912815218
729,SID_430,"Monitoring for Existing Suppliers: Regardless whether the supplier is considered a High-Risk Supplier or not, all SCM members keep watch for any suspicions of Modern Slavery through their daily activity eg discussion or document survey",0,0,0.5383663564521719
730,SID_430,"Supplier site visit: During all visits to suppliers premises - independently whether that supplier is considered a High-Risk Supplier or not - all Primetals Technologies representatives are aware of and are on the lookout for signs that workers may be victims of slavery, servitude, or exploitation",0,0,0.5481349619150907
732,SID_430,"In any case of suspicion: additional clarification, meeting or supplier site visit must be done; where SCM is unsure as to whether a supplier should be engaged or not, further guidance is sought from Compliance colleagues; and all clarifications and decisions must be recorded and stored",0,0,0.5354902558358715
734,SID_430,"TRAINING To ensure that our staff understand and can identify Modern Slavery and Human Trafficking risks in our supply chains and business, we continue to develop and provide appropriate training",0,0,0.5784553258701658
735,SID_430,In the financial year 2022 all the employees who are directly dealing with suppliers in their daily business were trained in a Primetals Technologies internal training; a risk based selected group of employees completed in addition to the Primetals Technologies internal training - a Modern Slavery web-based training; and,0,0,0.5944508508746114
736,SID_430,"an SCM training course for project managers (which includes the topic of Modern Slavery and Human Trafficking) is given on a regular basis, and attending this course is one of the essential requirements before being certified as a Senior project manager within Primetals Technologies",0,0,0.5766028334858233
737,SID_430,"OUR EFFECTIVENESS IN ELIMINATING SLAVERY AND HUMAN TRAFFICKING During financial year 2023, Primetals Technologies will continue to review the effectiveness of the measures it takes to assess, prevent, and mitigate Modern Slavery or Human Trafficking in our business and supply chains, and we will use this for a better development of our procedures and best practices",0,0,0.5525895015450699
748,SID_431,This statement cover the activities for the Orion Group and its ultimate parent company Orion Engineering Services Limited,0,0,0.5725773248112466
749,SID_431,The following UK business entities also form part of the Orion Group,0,0,0.5814337827461629
750,SID_431,Orion Executive Search Ltd Orion Rail Construction Services Ltd Orion Commissioning and Completions Management Services Ltd,0,0,0.6020104084014595
751,SID_431,"Orion Group has over 200 employees worldwide, supplying recruitment services and managing placements of over 3,500 workers/contractors every year via our worldwide network of offices throughout Europe, the Americas, the Middle East, Asia Pacific and Africa",0,0,0.605823585700554
751,SID_431,"Orion Group has over 200 employees worldwide, supplying recruitment services and managing placements of over 3,500 workers/contractors every year via our worldwide network of offices throughout Europe, the Americas, the Middle East, Asia Pacific and Africa",0,0,0.605823585700554
752,SID_431,The Orion Group is also a member of the Recruitment and Employment Confederation (REC),0,0,0.5974964075593046
753,SID_431,"Providing specialist recruitment services across a range of sectors including Accountancy & Finance, Construction and Property, Commissioning, Energy, Oil and Gas, Engineering and Manufacturing, Executive, Life Sciences, Office Professionals, Purchasing, Rail, Renewables and Telecoms",0,0,0.6357909773097813
755,SID_431,"Our supply chains include but are not limited, sourcing of candidates for clients",0,0,0.642702104500734
756,SID_431,This may involve the introduction by external agencies to the Orion Group for onward supply to our clients,0,0,0.6129339585904482
757,SID_411,develop a new Code of Conduct for Suppliers and supplier questionnaire to identify the risk of modern slavery at a pre-contract stage and ensure that they comply with their anti-slavery contractual obligations,0,0,0.5118786204236873
759,SID_431,"The Orion Group takes its responsibility to be alerted to risks seriously and staff are expected to report concerns, no matter how small, in line with policies and procedures in place",0,0,0.5892268618417191
761,SID_431,The Orion Group assesses whether or not particular activities or countries are high risk in relation to slavery or human trafficking,0,0,0.4822199381702791
763,SID_431,"Consideration is also given to the suppliers current activity reviewing their website, codes of conduct and as appropriate sourcing policies in terms of having",0,0,0.6129167557403847
766,SID_414,GCX Staff should also refer to our Whistleblowing Policy and Code of Conduct for more detail,0,0,0.529052161276998
767,SID_431,Sourcing policies that address slavery,0,0,0.6411779768466316
770,SID_431,"For suppliers of goods or services that are not for resale, the Group will assess the risk in relation to each sector and carry out desktop reviews or conduct face to face meeting and reviews with those suppliers to ensure they are effectively manage the risk in the business",0,0,0.49561118102675605
772,SID_431,Responsibilities for the Orion Groups anti-slavery initiatives are as follows,0,0,0.5624029285520422
773,SID_431,Policies: The Human Resources and Business Management Systems departments are responsible for ensuring Group policies are up to date and reflective of the Modern Slavery Statement (Group),0,0,0.6336851963431459
774,SID_431,Risk assessments: In accordance with the Orion Group Business Management System and as appropriate the Group undertakes risk assessments in relation to activities undertaken and suppliers,0,0,0.5953788445452087
775,SID_431,Investigations/due diligence: The Group Commercial and Compliance Departments in conjunction with Regional Directors and Country Managers are responsible (Within Regional/Country responsibilities) for investigations and ensuring due diligence is undertaken in respect of slavery and human trafficking,0,0,0.5634610698668322
776,SID_431,"Awareness raising: The Group Commercial and Compliance Departments, Regional Directors and Country Managers will receive awareness notifications in respect of their responsibilities regarding slavery and human trafficking in the supply of services and in receipt of services from suppliers",0,0,0.5396973853060426
778,SID_431,Within the Orion Group Standards of Business Conduct the following policies that outline the company position and its approach to the identification of modern slavery risks and steps to be taken to prevent slavery and human trafficking in its operations,0,0,0.48676313933569215
779,SID_431,"Whistleblowing policy: The Orion Group encourages all its workers, customers and other business partners to report any concerns related to the direct activities, or the supply chains of, the Group",0,0,0.559833471029778
780,SID_431,This includes any circumstances that may give rise to an enhanced risk of slavery or human trafficking,0,0,0.631516778726688
781,SID_431,"The Orion Groups whistleblowing procedure is designed to make it easy for workers to make disclosures, without fear of retaliation",0,0,0.5352006325783032
782,SID_431,Standards of Business Conduct: The Orion Groups code makes clear to employees the actions and behaviour expected of them when representing the Group,0,0,0.5438192344340141
784,SID_431,"Other relevant policies: Orion has other relevant policies to which they can refer, for example a Corporate Social Responsibility policy, contained within the Standards of Business Conduct and the Business Management System which are also considerate of slavery and human trafficking risks",0,0,0.5984065095504268
789,SID_431,Refrain from holding a person in slavery or servitude or requiring any person to perform any form of forced or compulsory labour,1,0,0.6571573287199461
790,SID_431,Not arrange or facilitate the trafficking of any persons,1,0,0.6964865727890722
791,SID_431,Not purchase materials or services from companies who use involuntary labour or participate in human trafficking,1,0,0.7607430677011298
795,SID_431,Act in accordance with the applicable national and regional laws and regulations at all times,0,0,0.6595885785552525
797,SID_431,"The Orion Group undertakes due diligence when considering providing workers to clients and in working with clients, taking on new suppliers, and reviewing its existing suppliers as appropriate",0,0,0.5565881761409727
798,SID_431,The organisation's due diligence and reviews include,0,0,0.5577590921555262
799,SID_431,mapping the supply chain broadly to assess particular product or geographical risks of modern slavery and human trafficking,0,0,0.5898489583653834
800,SID_431,evaluating the modern slavery and human trafficking risks of each new supplier,0,0,0.5415109353651729
802,SID_431,as appropriate conducting random supplier audits / assessments on slavery and human trafficking where higher risks are identified,0,0,0.6069459239056214
802,SID_431,as appropriate conducting random supplier audits / assessments on slavery and human trafficking where higher risks are identified,0,0,0.6069459239056214
805,SID_431,"Communication of Group policies and procedures is facilitated by either email, briefings, presentations or classroom training as appropriate",0,0,0.6207015565078068
806,SID_431,Specifically awareness in respect of Groups position on modern slavery issues is communicated at induction and as part of an annual refresher,0,0,0.5219771022088243
809,SID_435,"MPI Limited and its parent company MPI (Herts) Limited (MPI) remain committed to eliminating modern slavery, human trafficking, forced labour, and similar human rights abuses and this statement sets out the steps that MPI has taken and is continuing to take, to uphold its zero-tolerance approach to any form of modern slavery",0,0,0.48558827973974106
810,SID_435,"MPI provides suitably qualified and experienced temporary labour and permanent staff to industry and it is committed to ensuring that its staff and the workers it supplies (directly or indirectly) are not subject to behaviour or threats that may amount to modern slavery, human trafficking, forced labour, and similar human rights abuses",0,0,0.5237545853610938
811,SID_435,"All staff within MPI are expected to comply with all laws, act in accordance with MPIs Modern Slavery Policy, with integrity, honesty and respect for the human rights of others",0,0,0.5597268395437133
812,SID_435,"Modern slavery forms part of the onboarding training package undertaken by new employees are required to sign a statement that they have read and understood the Modern Slavery policy and Anti-Fraud, Bribery, Money Laundering and Corruption Policy",0,0,0.5326870946689063
813,SID_435,Training and information on modern slavery is provided to members of staff annually and recorded,0,0,0.5165917353738406
814,SID_435,"In 2023, 100% of employees received awareness-raising information that reiterated what modern slavery is, the signs to look out for within the business and industries we provide labour to, the checks that need to be undertaken and how to report suspected modern slavery activities and all acknowledged that they had read and understood the briefings",0,0,0.6019021758134538
814,SID_435,"In 2023, 100% of employees received awareness-raising information that reiterated what modern slavery is, the signs to look out for within the business and industries we provide labour to, the checks that need to be undertaken and how to report suspected modern slavery activities and all acknowledged that they had read and understood the briefings",0,0,0.6019021758134538
816,SID_435,"Any staff, workers or other parties are strongly encouraged to report any concerns or suspicions that they might have to their line manager, to the Quality and Sustainability Director or contact the Modern Slavery Helpline or Police",0,0,0.5545958311233246
817,SID_435,"To date there have been no reports made surrounding these issues, however the senior leadership team are committed to ensuring that any investigations shall be prompt and effective, should actual or suspected modern slavery activities be reported",0,0,0.4590677042541347
818,SID_435,"MPI is committed to protecting employees when disclosing malpractice and will ensure that all disclosures made in good faith will be treated confidentially, professionally and without fear of retaliation",0,0,0.568688082204595
820,SID_435,"The number of suppliers who provide their own modern slavery statements, The effectiveness of enforcement against any suppliers who breach policies, The amount of time spent on audits and related due diligence, and The level of modern slavery awareness amongst our staff",0,0,0.5250382732565687
821,SID_435,"As part of our initiative to identify and mitigate risk, the following potential risk areas have been identified",0,0,0.5762281122612348
822,SID_435,Provision of temporary workers to clients Risk: Temporary workers placed with clients may be enslaved or human trafficked individuals,0,0,0.42061923396924283
823,SID_435,Risk control: Modern day slavery checks are interwoven throughout MPIs end-to-end recruitment business practices,0,0,0.4668465520799094
827,SID_435,"Audits are carried out throughout the year of entries on the database to identify errors, anomalies and inconsistencies in candidate and assignee records",0,0,0.5792350535133598
835,SID_435,Our employees have been made aware to look out for signs of modern slavery within the teams of assigned workers when undertaking onsite visits and safety tours,0,0,0.48663888500601304
836,SID_435,Suppliers that make up MPIs supply chain Risk: Having suppliers that contravene the Modern Slavery Act 2015,0,0,0.49600841179786676
837,SID_435,"Risk control: As part of our commitment to identify and eradicate slavery and human trafficking, we also have in place a process to undertake due diligence on our supply chain network including second tier recruitment agencies where utilised, to ensure compliance with legislative obligations",0,0,0.5120333525410551
838,SID_435,All suppliers are required to complete and return a supplier appraisal questionnaire that summarises their adherence to the Modern Slavery Act 2015,0,0,0.5431754729697641
839,SID_435,"If our due diligence reveals any issues, we are committed to taking appropriate action, including but not limited to",0,0,0.5799911591599625
840,SID_435,"Working with the appropriate organisations to improve standards, Removing that organisation from our preferred supplier list, Passing details to appropriate law enforcement bodies",0,0,0.5366485383779744
841,SID_435,Our effectiveness in combating slavery and human trafficking MPI has not received any reports of instances of modern slavery over the past financial year,0,0,0.41528696753712013
843,SID_435,MPI will continue to raise awareness of modern slavery and of the need for proper due diligence to be applied throughout the coming year and formally re-brief all employees by the end of July 2024,0,0,0.47604478724910776
844,SID_435,Modern slavery will continue to be included within the induction process for all new employees,0,0,0.4981777302041785
846,SID_435,MPI will assess new suppliers to ensure that they adhere to the Modern Slavery Act 2015,0,0,0.5467473953065464
863,SID_438,"Our company brings together the best of two market leaders in fragrance, taste, texture, and nutrition, united in a common purpose: to bring progress to life, by combining the essential, the desirable, and the sustainable",0,0,0.6527290721301479
864,SID_438,"dsm-firmenich is a Swiss company, which is listed on the Euronext Amsterdam and with dual headquarters in Switzerland and the Netherlands",0,0,0.627047749765103
865,SID_438,Our company has operations in almost 60 countries and revenues of more than 12 billion,0,0,0.635792273965959
866,SID_438,"With a diverse, worldwide team of nearly 30,000 employees, we bring progress to life every day, everywhere, for billions of people",0,0,0.68657703325584
866,SID_438,"With a diverse, worldwide team of nearly 30,000 employees, we bring progress to life every day, everywhere, for billions of people",0,0,0.68657703325584
877,SID_416,an annual review of what we deem to be any high-risk suppliers to confirm their compliance with our Code of Conduct,0,0,0.5666801528177352
877,SID_416,an annual review of what we deem to be any high-risk suppliers to confirm their compliance with our Code of Conduct,0,0,0.5666801528177352
878,SID_438,"We take a clear stance on separate human rights topics such as Modern Slavery and Conflict Minerals, for which we have published specific position statements",0,0,0.5605616354833799
892,SID_416,Everyone who works for us is required to complete training on the Jardine Motors Group Code of Conduct and our anti-bribery and corruption policy,0,0,0.5232329537850133
901,SID_438,"To ensure compliance, sites are checked at least every three years by external auditors using the SEDEX Members Ethical Trade Audit (SMETA) process",0,0,0.5868749946387535
923,SID_438,"The second tool used with our value chain partners is SEDEX, in a similar way that we ensure compliance at our own sites",0,0,0.5843714000483479
927,SID_438,"To reinforce our capacity to address human rights risks with our suppliers, our strategy is also based on raising awareness and train the entire procurement community on human rights, including on the UN Human Rights Guiding Principles for Business",0,0,0.5626599273904593
934,SID_438,"In our supply chain due diligence framework, we have translated international standards on responsible business conduct (OECD Due Diligence Guidance for Responsible Business Conduct and the UN Guiding Principles on Business and Human Rights Guidelines) into our own 5-step supply chain due diligence process",0,0,0.5608585636569524
935,SID_438,"The process comes with dedicated methodologies that are designed to allow assessment of Human Rights risks, including Child and Forced Labor",0,0,0.5657281517996466
942,SID_438,"Systematic risks screening allows to detect non-negligeable human rights risks by cross- checking sector/country risk data, with suppliers performance data and risks watch",0,0,0.5753896028682993
945,SID_438,The assessment is performed using both internal and/or third-party expertise,0,0,0.6114599935115143
953,SID_438,"As described elsewhere in this report, through our Responsible Sourcing Program, we undertake due diligence and ensure safeguards are put in place across our supply chain to prevent child labor",0,0,0.611083985475634
957,SID_438,"Immediately, after hearing these findings, we addressed this matter with the partner involved",0,0,0.5476538149612198
959,SID_438,"As the follow up was not as per our standards, we decided in August 2023 to stop ordering jasmine from that supplier in Egypt",1,0,0.6472643080991834
995,SID_422,"We have reinforced this with an updated Supplier Code of Conduct that sets out our expectations for suppliers on business ethics and integrity, health and safety, environment and labour rights, and specifically highlights labour practices",0,0,0.5595299104207336
1005,SID_438,dsm-firmenich will treat all disclosures of suspected wrongdoing in a confidential and sensitive manner and maintain the privacy of the reporter,0,0,0.5031620503286677
1008,SID_438,"Over 2023, we did not receive any Speak Up complaint about human rights topics (including child labor or forced labor) in our own operations or our supply chain",1,0,0.633376087855783
1014,SID_429,Policy The Dyson Group communicates its standards and expectations to suppliers through the Dyson Ethical and Environmental Code of Conduct (the Code of Conduct) which incorporates international labour and human rights principles and national laws,0,0,0.5518968647136321
1016,SID_442,Corporation Service Company UK group companies Limited Disclosure made pursuant to Modern Slavery Act,0,0,0.5468420951296816
1017,SID_442,"This disclosure is made pursuant to the Modern Slavery Act 2015 for the following companies which are part of the Corporation Service Company (""CSC"") group of companies for the financial year from 1 January 2023 to 31 December 2023",0,0,0.5949195844364236
1018,SID_442,Corporation Service Company (UK) Limited - company number 03226320 Corporation Service Company (Europe) Limited - company number 03647310 CSC Administrative Services Limited company number 03709856 CSC DBS Holdings Limited - company number 12370917 CSC Brand Protection Limited - company number 03872790 NetNames Brand Protection Holdings Limited - company number 04034960 NetNames Holdings Limited - company number 07742748 NetNames International Limited - company number 03400906 CSC Digital Brand Services (UK) Limited - company number 03169594 Ascio Limited - company number 08031592 Domain Trustees UK Limited - company number 05639299 Editfile Limited - company number 03317750 Group NBT Limited - company number 04349489,0,0,0.618685189549274
1019,SID_442,CSC operates globally as a domain name registrar and reseller of other products and services,0,0,0.6622448995753933
1020,SID_442,"Additionally, CSC provides brand protection services to clients",0,0,0.5658441317797049
1021,SID_442,CSC does not consider that domain name registration services are in a high-risk category for slavery and human trafficking,1,0,0.7171340267673293
1022,SID_442,"Domain name registration services are provided to registrars on a non-discriminatory basis, with contracts (known as Registry-Registrar Agreements) which are not subject to negotiation or amendment by individual registrars",0,0,0.5566598265106385
1023,SID_442,"Accordingly, CSC is not able to effectively apply any due diligence process in its key supply chain with respect to slavery and human trafficking",1,1,0.6918873434877739
1025,SID_442,CSC does however ensure that it undertakes the following,0,0,0.5558512217309878
1026,SID_442,"Complies with all national employment legislation in the territories where CSC operates; Ensures that correct employment procedures are implemented such that employees have a safe environment in which to work; and Operates a notification procedure for employees who consider that their specific wellbeing, or that of CSC, is compromised",0,0,0.6447406102141169
1035,SID_443,"Our business D&D London is a group of luxury restaurants, bars and a hotel based principally in the UK and particularly in London, but also with venues in Paris and New York",0,0,0.6344358819901419
1036,SID_443,D&D London has 600 suppliers in the UK and 100 suppliers internationally,0,0,0.6104876150602958
1037,SID_443,"This statement relates to Bresand Leisure Limited, which is the parent company and includes all company owned restaurants under the D&D London brand",0,0,0.7297895823090064
1039,SID_443,Risk Assessment We review the existing systems in place on an ongoing basis to prevent breaches of our commitment to making sure that there is no modern slavery or human trafficking within our business or supply chain,0,0,0.5250008197095983
1039,SID_443,Risk Assessment We review the existing systems in place on an ongoing basis to prevent breaches of our commitment to making sure that there is no modern slavery or human trafficking within our business or supply chain,0,0,0.5250008197095983
1040,SID_443,We source food and non-food products from the UK and abroad,0,0,0.616497977577145
1041,SID_443,"We currently buy from around 150 first tier suppliers who are material to our business and who in turn source their own ingredients, products and components in the UK and internationally",0,0,0.6468581839125981
1044,SID_443,"We then carry out a review to analyse the types and levels of risk in order to establish a baseline for compliance, monitoring, systems, activities and reporting",0,0,0.5689676860826297
1047,SID_443,Modern slavery policy: This policy sets out the organisations stance on modern slavery and explains how employees can identify any instances of this and where they can go for help,1,0,0.6344247853301321
1048,SID_443,"Recruitment policy: We operate a robust recruitment policy, including conducting eligibility to work in the UK checks for all employees to safeguard against human trafficking or individuals being forced to work against their will",0,0,0.593295057209248
1049,SID_443,"Equal Opportunities and Dignity at Work: This policy sets out our commitment to diversity in the workplace, together with our anti-harassment measures",0,0,0.6414573947904066
1050,SID_443,"Whistle-blowing policy: We operate a whistle-blowing (Public Interest Disclosures) policy so that all employees know that they can raise concerns about how colleagues are being treated, or practices within our business or supply chain, without fear of reprisals",0,0,0.5800981542444298
1054,SID_443,We conduct due diligence on all suppliers before allowing them to become a preferred supplier,0,0,0.5846747650706234
1055,SID_443,"This due diligence includes an online search to ensure that particular organisations have never been convicted of offenses relating to modern slavery, on-site audits which include a review of working conditions and a supplier audit questionnaire",0,0,0.5304908778061306
1056,SID_443,Our anti-slavery policy forms part of our contract with all suppliers and they are required to confirm that no part of their business operations contradicts this policy,0,0,0.4306723938119409
1057,SID_443,"Due Diligence processes In addition to the above, as part of our contract with suppliers, we require that they confirm to us that",0,0,0.5894589450014721
1060,SID_443,(For UK based suppliers) They pay their employees at least the national minimum wage / national living wage (as appropriate),0,0,0.6637396362883922
1062,SID_443,We may terminate the contract at any time should any instances of modern slavery come to light,0,0,0.5133330200464779
1063,SID_443,Training for staff We conduct training for our Purchasing team so that they understand the signs of modern slavery and what to do if they suspect that it is taking place within our supply chain,0,0,0.5451409499468503
1064,SID_443,"We have added modern slavery to our employee handbook, which is reviewed by all new starters as part of onboarding",1,0,0.6032719504760499
1065,SID_443,"Measuring effectiveness We will know the effectiveness of the steps that we are taking to ensure that slavery and/or human trafficking is not taking place within our business or supply chain if no reports are received from employees, the public, or law enforcement agencies to indicate that modern slavery practices have been identified",0,0,0.5348488205893198
1073,SID_445,This policy complies with the UK Modern Slavery Act 2015,0,0,0.6242725318438506
1075,SID_445,"ABOUT VITALITY Our Business Companies in the Vitality Group are involved in the provision and distribution of private medical insurance, life/protection insurance, motor insurance and investment products to members based in the United Kingdom",0,0,0.6019800635737403
1076,SID_445,"Our insurance plans are purchased by private individuals, small to medium enterprises and large corporate customers",0,0,0.6456962444592803
1077,SID_445,All our life and health insurance plans include our wellness programme that helps our members understand their health along with access to tools that support healthy behaviours and rewards them for making healthier lifestyle choices,0,0,0.6569687977093767
1078,SID_445,"Vitality has a broad range of distribution channels which includes direct to consumer, intermediated and online sales",0,0,0.6105481893116668
1110,SID_445,Our company structure The Vitality Group in the United Kingdom consists of the following companies,0,0,0.6045037670797409
1111,SID_445,Discovery Group Europe Limited,0,0,0.6619806348713836
1112,SID_445,Discovery Holdings Europe Limited,0,0,0.6622485248186779
1113,SID_445,Vitality Corporate Services Limited,0,0,0.6710639145591133
1115,SID_445,Vitality Life Limited,0,0,0.6780151463995325
1116,SID_445,Vitality Health Insurance Limited,0,0,0.6618145497640436
1117,SID_445,Vitality Invest Trustee Company Limited,0,0,0.659215482843935
1118,SID_445,Vitality Healthy Workplace Limited,0,0,0.6183554331438297
1119,SID_445,Better Health Insurance Advice Limited,0,0,0.5980580668164366
1120,SID_445,These firms are owned by the Discovery Group which is based in South Africa,0,0,0.6332418699323226
1121,SID_445,"We employ around 2,500 employees across a number of locations in the United Kingdom and our primary offices are in Bournemouth, London, Croydon and Stockport",0,0,0.6398680775215204
1121,SID_445,"We employ around 2,500 employees across a number of locations in the United Kingdom and our primary offices are in Bournemouth, London, Croydon and Stockport",0,0,0.6398680775215204
1122,SID_445,The Group turnover is more than 500m and we insure more than 1.5 million customers,0,0,0.5793627971932142
1123,SID_445,Recruitment We have in place robust recruitment and screening processes for new employees to ensure that we do not inadvertently employ anyone who might fall within the scope of the Act,0,0,0.5892516255428214
1129,SID_445,This means suppliers must,0,0,0.6361868701695751
1130,SID_445,"Not use slave labour, illegal child labour or forced labour",0,0,0.4346286166322564
1132,SID_445,"Follow all local employment laws regarding minimum age requirements, wages, overtime benefits and the number of hours worked in a seven-day week",0,0,0.5951868022130294
1135,SID_445,Vitality will maintain internal accountability standards and procedures for employees or contractors failing to meet company standards regarding slavery and human trafficking,0,0,0.5372357972806864
1138,SID_445,"If any supplier is found in violation of this policy, Vitality will take prompt, remedial action to address the violation",0,0,0.5758838830071777
1139,SID_445,Vitality will provide ongoing training to relevant employees on the law and Vitalitys approach to human trafficking and slavery,0,0,0.5550151158520822
1140,SID_445,"Given the nature of our business, our board and management teams believe there is an extremely low likelihood of there being any involvement in slavery or human trafficking either within our group or within the supply chains that we use to deliver services to our customers",1,0,0.6160398423963355
1141,SID_445,We have limited exposure to high-risk sectors or geographical areas,0,0,0.520240665961731
1142,SID_445,Our supply chains are limited and include,0,0,0.5452861473589307
1143,SID_445,"Firms that provide IT support and back office functions, such as invoice processing and plan administration",0,0,0.6705749387115741
1144,SID_445,Our parent company Discovery in South Africa,0,0,0.6548151176440528
1145,SID_445,Business partners who support our Vitality programme,0,0,0.6380327532882966
1146,SID_445,Hospital partners who provide clinical services to our customers,0,0,0.6135736052266243
1147,SID_445,Software providers of Software as a Service solutions,0,0,0.6583423089268694
1148,SID_445,"Professional Services providers this would cover everything from architects, through to business consultants and legal services",0,0,0.640344969415264
1149,SID_445,"Our policies on slavery and human trafficking We have a People Policy and an Equality, Diversity and Inclusion Policy that promote a workplace environment that is respectful, fair, open, and inclusive",0,0,0.5822265044963177
1150,SID_445,We have a Whistleblowing Policy that enables our employees to raise concerns about malpractice in the business,0,0,0.5669086784294137
1151,SID_429,"The Code of Conduct sets out requirements for the Dyson Groups own manufacturing operations and its suppliers in relation to labour practices, business ethics, health and safety, responsible sourcing and environmental standards, including prohibiting all forms of slavery, human trafficking, forced labour and child labour",0,0,0.4428306344638859
1152,SID_445,"Employment Standards (which includes Freedom of Association, Diversity and Equality, Pay and Benefits, Working Hours, Forced or Involuntary Labour and Child Labour)",0,0,0.6028644810201065
1154,SID_445,"Health, safety and the environment",0,0,0.5849051987213879
1157,SID_445,"Due diligence processes for slavery and human trafficking As part of our Supplier Risk Management process, we will evaluate any potential slavery and human trafficking risk presented by new and existing suppliers and their supply chains",0,0,0.5713880064927193
1160,SID_445,Include specific contract clauses on modern slavery where required,0,0,0.5156095960243371
1161,SID_445,Evaluate the risk of slavery and human trafficking occurring in our supply chains and take remediation action where necessary,0,0,0.5757274624822774
1165,SID_445,"To ensure all those in our supply chain and contractors comply with our values, we have a supplier monitoring programme that involves periodic reviews of our suppliers",0,0,0.6047598273408676
1167,SID_445,"During the period July 2021 through to June 2022, no instances of Modern Slavery were identified",1,0,0.6727950323942646
1168,SID_445,"Training To ensure a high level of understanding of the risks of modern slavery and human trafficking in our supply chains and our business, we provide training to staff involved in the procurement of goods and services",0,0,0.5391862310851727
1180,SID_450,"Jadestone is also committed to respecting internationally recognised human rights, including fundamental labour rights and international labour standards as set out in the the UN Guiding Principles on Business and Human Rights, the Universal Declaration of Human Rights and the International Labour Organisations Declaration on Fundamental Principles and Rights at Work",0,0,0.6129939644071101
1195,SID_450,The organisations training and capacity building about slavery and human trafficking available to its staff,0,0,0.5354963291924947
1206,SID_450,Jadestone Energy plc is a public company incorporated under the laws of England and Wales and listed on the Alternative Investment Market (AIM) of the London Stock Exchange under trading code JSE,0,0,0.6082937509854602
1207,SID_450,It is the ultimate parent company of the Jadestone group of companies which comprised twenty-three (23) subsidiaries as at 31 December 2022,0,0,0.6031120126692675
1210,SID_450,"Jadestone is an independent oil and gas company focused on mid-life production and near-term development assets in the Asia Pacific region, operating principally in Australia, Indonesia, Malaysia, Thailand and Vietnam",0,0,0.5680052791549721
1211,SID_450,"It is headquartered in Singapore, with operational offices in Perth, Jakarta, Kuala Lumpur and Ho Chi Minh City",0,0,0.6909709929048925
1211,SID_450,"It is headquartered in Singapore, with operational offices in Perth, Jakarta, Kuala Lumpur and Ho Chi Minh City",0,0,0.6909709929048925
1214,SID_450,"Our supply chains consist of local, national and international third-party goods and services providers who support our business and include manufacturers and distributors of oil field goods and services, operational and technical services, engineering and construction, drilling services, facilities management, logistics, IT, communications, emergency response and professional services such as human resources, legal and financial services",0,0,0.6491210908954486
1217,SID_450,country of location: modern slavery has a higher prevalence in certain jurisdictions or locations,0,0,0.5276586406971289
1219,SID_450,product/commodity: some products or commodities are deemed higher risk in terms of modern slavery,0,0,0.5606305388238985
1220,SID_450,"We have reviewed our supply chain and believe the overall risk of modern slavery is low on an international comparative basis and the oil and gas industry, and the commodities produced therefrom are not considered to be high risk areas within the jurisdictions where Jadestone operates",0,0,0.5323089121434246
1233,SID_450,"Further, Jadestone has an Environmental, Social and Governance policy (ESG Policy) which, amongst other things, focuses on procuring goods and services sustainably, and in conformance with applicable laws and social and ethical criteria",0,0,0.6170720757397662
