sentence_id,statement_id,sentence,prediction,targets
837,SID_435,[0 0 0 0 0 0 0 1 0 0 0],0,0
838,SID_435,[0 0 0 0 0 0 0 1 0 0 0],0,0
839,SID_435,[0 0 0 0 0 0 0 1 0 0 0],0,1
840,SID_435,[0 0 0 0 0 0 0 0 1 0 0],0,0
841,SID_435,[0 0 0 0 0 0 1 0 0 0 0],0,0
843,SID_435,[0 0 0 0 0 0 0 1 0 0 0],1,1
844,SID_435,[0 0 0 0 0 0 0 1 0 0 0],1,1
846,SID_435,[0 0 0 0 0 0 0 1 0 0 0],1,1
863,SID_438,[0 0 0 0 1 0 0 0 0 0 0],0,0
864,SID_438,[0 0 0 1 0 0 0 0 0 0 0],0,0
865,SID_438,[0 0 0 0 1 0 0 0 0 0 0],0,0
866,SID_438,[0 0 0 1 1 0 0 0 0 0 0],0,0
866,SID_438,[0 0 0 1 1 0 0 0 0 0 0],0,0
877,SID_416,[0 0 0 0 0 0 0 1 0 1 0],0,0
877,SID_416,[0 0 0 0 0 0 0 1 0 1 0],0,0
878,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
892,SID_416,[0 0 0 0 0 0 0 1 0 0 0],0,0
901,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
923,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
927,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
934,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
935,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
942,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
945,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
953,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
957,SID_438,[0 0 0 0 0 0 0 0 1 0 0],0,0
959,SID_438,[0 0 0 0 0 0 0 0 1 0 0],0,0
995,SID_422,[0 0 0 0 0 0 0 1 0 0 0],1,0
1005,SID_438,[0 0 0 0 0 0 0 1 0 0 0],1,0
1008,SID_438,[0 0 0 0 0 0 0 0 0 1 0],0,0
1014,SID_429,[0 0 0 0 0 0 0 1 0 0 0],1,0
1016,SID_442,[0 0 0 1 0 0 0 0 0 0 0],0,0
1017,SID_442,[0 0 0 1 0 0 0 0 0 0 0],0,0
1018,SID_442,[0 0 0 1 0 0 0 0 0 0 0],0,0
1019,SID_442,[0 0 0 0 1 0 0 0 0 0 0],0,0
1020,SID_442,[0 0 0 0 1 0 0 0 0 0 0],0,0
1021,SID_442,[0 0 0 0 0 0 1 0 0 0 0],0,0
1022,SID_442,[0 0 0 0 1 0 0 0 0 0 0],0,0
1023,SID_442,[0 0 0 0 0 0 1 0 0 0 0],0,0
1025,SID_442,[0 0 0 0 0 0 0 1 0 0 0],0,0
1026,SID_442,[0 0 0 0 0 0 0 1 0 0 0],0,0
1035,SID_443,[0 0 0 0 1 0 0 0 0 0 0],0,0
1036,SID_443,[0 0 0 0 0 1 0 0 0 0 0],0,0
1037,SID_443,[0 0 1 1 0 0 0 0 0 0 0],0,0
1039,SID_443,[0 0 0 0 0 0 0 1 0 1 0],0,0
1039,SID_443,[0 0 0 0 0 0 0 1 0 1 0],0,0
1040,SID_443,[0 0 0 0 0 1 0 0 0 0 0],0,0
1041,SID_443,[0 0 0 0 0 1 0 0 0 0 0],0,0
1044,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1047,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1048,SID_443,[0 0 0 0 0 0 0 1 0 0 0],1,0
1049,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1050,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1054,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1055,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1056,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1057,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1060,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1062,SID_443,[0 0 0 0 0 0 0 0 1 0 0],0,0
1063,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1064,SID_443,[0 0 0 0 0 0 0 1 0 0 0],0,0
1065,SID_443,[0 0 0 0 0 0 0 0 0 1 0],1,0
1073,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1075,SID_445,[0 0 0 0 1 0 0 0 0 0 0],0,0
1076,SID_445,[0 0 0 0 1 0 0 0 0 0 0],1,0
1077,SID_445,[0 0 0 0 1 0 0 0 0 0 0],1,0
1078,SID_445,[0 0 0 0 1 0 0 0 0 0 0],0,0
1110,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1111,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1112,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1113,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1115,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1116,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1117,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1118,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1119,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1120,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1121,SID_445,[0 0 0 1 1 0 0 0 0 0 0],0,0
1121,SID_445,[0 0 0 1 1 0 0 0 0 0 0],0,0
1122,SID_445,[0 0 0 0 1 0 0 0 0 0 0],0,0
1123,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1129,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1130,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1132,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1135,SID_445,[0 0 0 0 0 0 0 1 0 0 0],1,0
1138,SID_445,[0 0 0 0 0 0 0 0 1 0 0],1,0
1139,SID_445,[0 0 0 0 0 0 0 1 0 0 0],1,1
1140,SID_445,[0 0 0 0 0 0 1 0 0 0 0],0,0
1141,SID_445,[0 0 0 0 0 0 1 0 0 0 0],0,0
1142,SID_445,[0 0 0 0 0 1 0 0 0 0 0],0,0
1143,SID_445,[0 0 0 0 0 1 0 0 0 0 0],1,0
1144,SID_445,[0 0 0 1 0 0 0 0 0 0 0],0,0
1145,SID_445,[0 0 0 0 0 1 0 0 0 0 0],0,0
1146,SID_445,[0 0 0 0 0 1 0 0 0 0 0],0,0
1147,SID_445,[0 0 0 0 0 1 0 0 0 0 0],0,0
1148,SID_445,[0 0 0 0 0 1 0 0 0 0 0],0,0
1149,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1150,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1151,SID_429,[0 0 0 0 0 0 0 1 0 0 0],0,0
1152,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1154,SID_445,[0 0 0 0 1 0 0 0 0 0 0],0,0
1157,SID_445,[0 0 0 0 0 0 0 1 0 0 0],1,1
1160,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1161,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1165,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1167,SID_445,[0 0 0 0 0 0 0 0 0 1 0],0,0
1168,SID_445,[0 0 0 0 0 0 0 1 0 0 0],0,0
1180,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1195,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1206,SID_450,[0 0 0 1 0 0 0 0 0 0 0],1,0
1207,SID_450,[0 0 0 1 0 0 0 0 0 0 0],0,0
1210,SID_450,[0 0 0 0 1 0 0 0 0 0 0],0,0
1211,SID_450,[0 0 0 1 1 0 0 0 0 0 0],0,0
1211,SID_450,[0 0 0 1 1 0 0 0 0 0 0],0,0
1214,SID_450,[0 0 0 0 0 1 0 0 0 0 0],0,0
1217,SID_450,[0 0 0 0 0 0 1 0 0 0 0],0,0
1219,SID_450,[0 0 0 0 0 0 1 0 0 0 0],0,0
1220,SID_450,[0 0 0 0 0 0 1 0 0 0 0],0,0
1233,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1234,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1237,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1238,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1239,SID_450,[0 0 0 0 0 0 0 0 1 0 0],0,0
1240,SID_450,[0 0 0 0 0 0 0 0 1 0 0],1,0
1245,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1246,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1247,SID_450,[0 0 0 0 0 0 0 1 1 0 0],0,0
1247,SID_450,[0 0 0 0 0 0 0 1 1 0 0],0,0
1249,SID_450,[0 0 0 0 0 0 0 0 1 0 0],1,1
1250,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1251,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1254,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1256,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1258,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1261,SID_450,[0 0 0 0 0 0 1 0 0 0 0],0,0
1264,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1265,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1268,SID_450,[0 0 0 0 0 0 0 0 0 1 0],1,1
1269,SID_450,[0 0 0 0 0 0 0 0 0 1 0],1,1
1270,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1271,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1290,SID_468,[0 0 0 0 1 0 0 0 0 0 0],0,0
1291,SID_468,[0 0 0 1 1 0 0 0 0 0 0],0,0
1291,SID_468,[0 0 0 1 1 0 0 0 0 0 0],0,0
1293,SID_468,[0 0 0 0 0 1 0 0 0 0 0],0,0
1295,SID_468,[0 0 0 0 0 0 0 1 0 0 0],0,0
1296,SID_468,[0 0 0 0 0 0 0 0 0 1 0],0,0
1297,SID_468,[0 0 0 0 0 0 0 1 0 0 0],0,0
1299,SID_468,[0 0 0 0 0 0 0 1 0 0 0],1,0
1306,SID_468,[0 0 0 0 0 0 0 1 0 0 0],0,0
1312,SID_468,[0 0 0 0 0 0 0 1 0 0 0],0,0
1319,SID_471,[0 0 0 0 1 0 0 0 0 0 0],0,0
1320,SID_471,[0 0 0 1 0 0 0 0 0 0 0],0,0
1322,SID_471,[0 0 0 1 1 0 0 0 0 0 0],0,0
1322,SID_471,[0 0 0 1 1 0 0 0 0 0 0],0,0
1323,SID_471,[0 0 0 1 0 0 0 0 0 0 0],0,0
1325,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1326,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1327,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1330,SID_429,[0 0 0 0 0 0 0 0 0 1 0],0,0
1337,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1339,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1342,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1345,SID_429,[0 0 0 0 0 0 0 1 0 0 0],0,1
1352,SID_476,[0 0 0 0 1 0 0 0 0 0 0],0,0
1353,SID_476,[0 0 0 0 1 0 0 0 0 0 0],0,0
1354,SID_476,[0 0 0 0 0 1 0 0 0 0 0],0,0
1355,SID_476,[0 0 0 0 1 0 0 0 0 0 0],0,0
1356,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1358,SID_476,[0 0 0 0 0 0 0 0 1 0 0],1,0
1359,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,0
1360,SID_476,[0 0 0 0 0 0 0 0 0 1 0],1,1
1361,SID_430,[0 0 0 0 0 0 0 1 0 0 0],0,0
1363,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,0
1364,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,0
1366,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1367,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1368,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1372,SID_430,[0 0 0 0 0 0 0 1 0 0 0],0,0
1375,SID_430,[0 0 0 0 0 0 0 1 0 0 0],0,0
1376,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1378,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1381,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1382,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1383,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1385,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1389,SID_476,[0 0 0 0 0 0 0 0 0 1 0],0,0
1391,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1392,SID_476,[0 0 0 0 0 0 0 1 0 0 0],0,0
1394,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,1
1395,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,0
1402,SID_479,[0 0 0 1 0 0 0 0 0 0 0],0,0
1403,SID_479,[0 0 0 0 1 0 0 0 0 0 0],0,0
1404,SID_479,[0 0 0 1 0 0 0 0 0 0 0],0,0
1405,SID_479,[0 0 0 0 1 0 0 0 0 0 0],0,0
1406,SID_479,[0 0 0 0 1 0 0 0 0 0 0],0,0
1407,SID_479,[0 0 0 0 1 0 0 0 0 0 0],0,0
1412,SID_479,[0 0 0 0 0 1 0 0 0 0 0],0,0
1416,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1419,SID_479,[0 0 0 1 1 0 0 0 0 0 0],0,0
1419,SID_479,[0 0 0 1 1 0 0 0 0 0 0],0,0
1420,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1423,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1428,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1429,SID_431,[0 0 0 0 0 0 0 1 0 0 0],0,0
1430,SID_438,[0 0 0 0 0 0 0 1 0 0 0],0,0
1434,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1435,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1436,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1437,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1440,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1443,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1444,SID_479,[0 0 0 0 0 0 0 1 0 0 0],1,0
1446,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1448,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1449,SID_479,[0 0 0 0 0 0 0 1 0 0 0],0,0
1452,SID_479,[0 0 0 0 0 0 0 1 0 0 0],1,0
1455,SID_479,[0 0 0 0 0 0 0 1 0 0 0],1,0
1464,SID_482,[0 0 0 1 0 0 0 0 0 0 0],0,0
1466,SID_482,[0 0 0 1 0 0 0 0 0 0 0],0,0
1467,SID_482,[0 0 0 1 0 0 0 0 0 0 0],0,0
1468,SID_482,[0 0 0 1 0 0 0 0 0 0 0],0,0
1469,SID_482,[0 0 0 1 0 0 0 0 0 0 0],0,0
1471,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1473,SID_482,[0 0 0 0 1 0 0 0 0 0 0],1,0
1475,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1476,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1477,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1478,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1480,SID_482,[0 0 0 1 1 0 0 0 0 0 0],0,0
1480,SID_482,[0 0 0 1 1 0 0 0 0 0 0],0,0
1484,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1485,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1486,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1487,SID_482,[0 0 0 0 1 0 0 0 0 0 0],0,0
1488,SID_482,[0 0 0 0 1 0 0 0 0 0 0],1,0
1490,SID_482,[0 0 0 1 1 0 0 0 0 0 0],0,0
1490,SID_482,[0 0 0 1 1 0 0 0 0 0 0],0,0
1492,SID_445,[0 0 0 0 0 0 0 1 0 0 0],1,0
1493,SID_450,[0 0 0 0 0 0 0 1 0 0 0],1,0
1494,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1497,SID_450,[0 0 0 0 0 0 0 1 0 0 0],0,0
1501,SID_482,[0 0 0 0 0 1 0 0 0 0 0],0,0
1503,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1504,SID_471,[0 0 0 0 0 0 0 1 0 0 0],0,0
1505,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1507,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1509,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,0
1510,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1513,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1514,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1515,SID_476,[0 0 0 0 0 0 0 1 0 0 0],1,0
1516,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1518,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1520,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1523,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1524,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1525,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1529,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,0
1530,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,1
1531,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,1
1533,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,1
1534,SID_482,[0 0 0 0 0 0 0 1 0 0 0],1,0
1542,SID_491,[0 0 0 0 1 0 0 0 0 0 0],0,0
1543,SID_491,[0 0 0 1 1 0 0 0 0 0 0],0,0
1543,SID_491,[0 0 0 1 1 0 0 0 0 0 0],0,0
1554,SID_491,[0 0 0 1 0 0 0 0 0 0 0],0,0
1556,SID_491,[0 0 0 0 0 0 0 1 0 0 0],0,0
1558,SID_491,[0 0 0 0 0 0 0 1 0 0 0],0,0
1562,SID_491,[0 0 0 0 0 0 1 1 0 0 0],1,0
1562,SID_491,[0 0 0 0 0 0 1 1 0 0 0],1,0
1568,SID_491,[0 0 0 0 0 0 0 1 0 0 0],0,0
1570,SID_491,[0 0 0 1 0 0 0 0 0 0 0],1,0
1571,SID_491,[0 0 0 0 0 0 0 0 0 1 0],0,0
1572,SID_491,[0 0 0 0 0 0 0 1 0 0 0],0,0
1574,SID_491,[0 0 0 0 0 0 0 1 0 1 0],1,1
1574,SID_491,[0 0 0 0 0 0 0 1 0 1 0],1,1
1576,SID_491,[0 0 0 0 0 0 0 1 0 0 0],0,0
1577,SID_491,[1 0 0 0 0 0 0 1 0 0 0],1,0
1582,SID_492,[0 0 0 0 1 0 0 0 0 0 0],0,0
1583,SID_492,[0 0 0 0 1 0 0 0 0 0 0],0,0
1584,SID_492,[0 0 0 0 1 0 0 0 0 0 0],0,0
1585,SID_492,[0 0 0 0 0 1 0 0 0 0 0],0,0
1595,SID_492,[0 0 0 0 0 0 1 0 0 0 0],0,0
1597,SID_492,[0 0 0 0 0 0 0 1 0 0 0],0,0
1598,SID_492,[0 0 0 0 0 0 0 1 0 0 0],0,0
1605,SID_492,[0 0 0 0 0 1 0 0 0 0 0],0,0
1606,SID_492,[0 0 0 0 0 1 0 0 0 0 0],0,0
1608,SID_492,[0 0 0 0 0 0 1 0 0 0 0],0,0
1609,SID_492,[0 0 0 0 0 1 0 0 0 0 0],0,0
1615,SID_492,[0 0 0 0 0 0 0 1 1 0 0],0,0
1615,SID_492,[0 0 0 0 0 0 0 1 1 0 0],0,0
1621,SID_492,[0 0 0 0 0 0 0 1 0 0 0],0,0
1623,SID_492,[0 0 0 0 0 0 0 1 0 0 0],1,0
1625,SID_492,[0 0 0 0 0 0 0 1 0 0 0],0,0
1626,SID_492,[0 0 0 0 0 0 0 0 0 1 0],1,1
1631,SID_512,[0 0 0 0 1 0 0 0 0 0 0],0,0
1632,SID_512,[0 0 0 0 1 0 0 0 0 0 0],0,0
1633,SID_512,[0 0 0 0 1 0 0 0 0 0 0],0,0
1634,SID_512,[0 0 0 0 1 0 0 0 0 0 0],0,0
1635,SID_512,[0 0 0 1 1 0 0 0 0 0 0],0,0
1635,SID_512,[0 0 0 1 1 0 0 0 0 0 0],0,0
1636,SID_512,[0 0 0 1 0 0 0 0 0 0 0],0,0
1637,SID_512,[0 0 0 1 0 0 0 0 0 0 0],0,0
1638,SID_512,[0 0 0 1 0 0 0 0 0 0 0],0,0
1642,SID_512,[0 0 0 0 0 1 0 0 0 0 0],0,0
1645,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1646,SID_512,[0 0 0 0 0 0 0 1 0 1 0],0,0
1646,SID_512,[0 0 0 0 0 0 0 1 0 1 0],0,0
1647,SID_512,[0 0 0 0 0 0 0 1 0 0 0],1,0
1648,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1649,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1650,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1651,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1659,SID_512,[0 0 0 0 0 0 0 1 0 0 0],0,0
1667,SID_512,[0 0 0 0 0 0 1 0 0 0 0],0,0
1669,SID_520,[0 0 1 1 0 0 0 0 0 0 0],0,0
1671,SID_520,[0 0 0 1 0 0 0 0 0 0 0],0,0
1672,SID_520,[0 0 0 1 0 0 0 0 0 0 0],0,0
1673,SID_520,[0 0 0 0 1 0 0 0 0 0 0],0,0
1674,SID_520,[0 0 0 0 1 0 0 0 0 0 0],0,0
1675,SID_520,[0 0 0 0 1 0 0 0 0 0 0],0,0
1676,SID_520,[0 0 0 0 0 1 0 0 0 0 0],0,0
1677,SID_520,[0 0 0 0 1 1 0 0 0 0 0],0,0
1677,SID_520,[0 0 0 0 1 1 0 0 0 0 0],0,0
1679,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1680,SID_520,[0 0 0 0 0 0 0 1 0 0 0],1,0
1681,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1684,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1686,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,1
1688,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1690,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1691,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1692,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1697,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1701,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1702,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1703,SID_521,[0 0 0 1 1 0 0 0 0 0 0],0,0
1703,SID_521,[0 0 0 1 1 0 0 0 0 0 0],0,0
1705,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1709,SID_521,[0 0 0 0 1 0 0 0 0 0 0],0,0
1730,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1731,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1732,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1733,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1734,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1735,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1736,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1737,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1738,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1739,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1740,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1741,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1743,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1745,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1747,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1749,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1750,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1751,SID_521,[0 0 0 1 0 0 0 0 0 0 0],0,0
1762,SID_523,[0 0 0 0 1 0 0 0 0 0 0],0,0
1764,SID_523,[0 0 0 0 0 1 0 0 0 0 0],0,0
1765,SID_523,[0 0 0 0 1 0 0 0 0 0 0],0,0
1766,SID_523,[0 0 0 0 0 1 0 0 0 0 0],0,0
1770,SID_523,[0 0 0 0 0 0 0 0 1 0 0],0,0
1772,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1774,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1776,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1777,SID_523,[0 0 0 0 0 0 1 0 0 0 0],0,0
1778,SID_523,[0 0 0 0 0 0 1 0 0 0 0],1,0
1784,SID_523,[0 0 0 0 0 0 1 0 0 0 0],1,0
1789,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1790,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1792,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1794,SID_523,[0 0 0 0 0 0 0 1 0 0 0],1,0
1796,SID_523,[0 0 0 0 0 0 0 1 0 0 0],0,0
1797,SID_523,[0 0 0 0 0 0 0 1 0 0 0],1,0
1799,SID_523,[0 0 0 0 0 0 0 1 0 0 0],1,1
1801,SID_523,[0 0 0 0 0 0 0 0 0 1 0],0,0
1802,SID_523,[0 0 0 0 0 0 0 0 0 1 0],1,0
1804,SID_533,[0 0 0 0 1 0 0 0 0 0 0],0,0
1805,SID_533,[0 0 0 1 1 0 0 0 0 0 0],0,0
1805,SID_533,[0 0 0 1 1 0 0 0 0 0 0],0,0
1809,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1810,SID_533,[0 0 0 1 0 0 0 0 0 0 0],0,0
1811,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1812,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1813,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1814,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1815,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1816,SID_533,[0 0 0 0 0 0 0 0 0 1 0],0,0
1817,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1818,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1819,SID_533,[0 0 0 0 0 0 0 1 0 0 0],0,0
1820,SID_533,[0 0 0 0 0 0 0 1 0 0 0],1,0
1822,SID_533,[0 0 0 0 0 0 0 0 0 1 0],1,1
1823,SID_533,[0 0 0 0 0 0 0 0 0 1 0],1,1
1830,SID_534,[0 0 0 1 1 0 0 0 0 0 0],0,0
1830,SID_534,[0 0 0 1 1 0 0 0 0 0 0],0,0
1836,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1837,SID_534,[0 0 0 0 0 0 0 0 0 0 1],0,0
