sentence_id,statement_id,sentence,prediction
4730,SID_256,"As stated in the policy, we do not impede access to state-based judicial processes or require individuals to permanently waive their legal right to bring a claim through a judicial process as a precondition of raising a grievance through a bp grievance mechanism",c2 (operations)
4733,SID_256,Training Code of Conduct training is mandatory for all bp employees,c2 (operations)
2720,SID_227,"Any failure by an employee to respect the Code may result in disciplinary action and sanctions up to and including dismissal, and certain failures to respect the Code may result in legal action",c2 (supply chains)
4859,SID_260,"During our last financial year, we have taken various steps to prevent and reduce the risk that forced labour or child labour be used in our activities and supply chains, including the following",c2 (operations)
4861,SID_260,We initiated an internal risk assessment of forced labour and child labour in our organizations activities and supply chain based on the information and resources provided by the American Apparel & Footwear Association (AAFA) to make informed decisions,c2 (operations)
4862,SID_260,We only worked with Tier 1 suppliers who had recently been audited by reputable third party auditors and ensured none of our suppliers transact business with Xinjiang Production and Construction Corps (XPCC),c2 (operations)
4863,SID_260,"We implemented our Code of Conduct throughout our supply chain by requiring all our Tier 1 suppliers to sign it and included a contractual clause to our purchase orders which provides that by accepting the purchase order, the supplier agrees to comply with our Code of Conduct",c2 (operations)
4867,SID_260,We sell headwear exclusively to distributors of promotional products and advertising specialties,signature
4868,SID_260,"Our blank caps and knits are delivered to our Missouri facility which we then decorate with embroidery or patches based on our clients custom orders and then import them into Canada, among other countries, for sale",signature
4869,SID_260,"We generally source our blank garments from third party manufacturers based in Asia, including China, Vietnam, Bangladesh, and Myanmar",c1 (reporting entity)
4875,SID_260,"Notably, the Code of Conduct provides for",c2 (operations)
4876,SID_260,A prohibition from engaging in any form of forced labour and child labour requiring suppliers to obtain and keep on record documentation to legally prove the date of birth of their workers,c2 (operations)
4877,SID_260,"The obligation to operate in full compliance with the laws, rules and regulations of the countries of operation",c2 (operations)
4878,SID_260,"The protection of workers rights, freedom of association, and a safe and healthy working environment",c2 (operations)
4879,SID_260,"During the last financial year, we implemented our Code of Conduct throughout our supply chain by requiring all our Tier 1 suppliers to sign it",c2 (operations)
2707,SID_227,"If the expectations or requirements of the Code are not met by our suppliers, the business relationships may be reviewed, and corrective action pursued, or alternatively, terminated",c2 (supply chains)
2709,SID_227,"When there are doubts that one of our suppliers or potential suppliers is not respecting our policies or commitments, the supplier will be further investigated in order to clarify any concerns and act where appropriate",c2 (supply chains)
4882,SID_260,"Due Diligence Processes The informal internal risk assessment we conducted on a preliminary basis allowed us to monitor current and prospective Tier 1 suppliers as well as to identify, assess and mitigate any adverse impacts in our operations, supply chains and business relationships",c2 (operations)
4883,SID_260,"When initiating collaboration with Tier 1 suppliers, we ensure transparency and accountability by requesting that they provide information on the latest audit conducted at their facilities and that they agree to be bound by our Code of Conduct",c2 (operations)
4884,SID_260,"To meet our standards, the audits of our suppliers must have been conducted by reputable third-party auditors such as Worldwide Responsible Accredited Production (WRAP) association and the Sedex Members Ethical Trade Audit (SMETA) association of accredited auditors",c2 (operations)
4891,SID_260,Our suppliers are required to fill out and sign a questionnaire to confirm that XPCC is not among their business partners,c2 (operations)
4892,SID_260,"In addition, our Tier 1 and Tier 2 suppliers were vetted by legal counsel to ensure they had no affiliation with XPCC and they do not figure on United States or European Union sanctions lists",c2 (operations)
4894,SID_260,"RISK ASSESSMENT In the context of our internal risk assessment, we have identified certain parts of our activities and supply chains which carry risks of forced labour and child labour using the List of Goods Produced by Child Labour or Forced Labour list published by the Bureau of International Labour Affairs",c2 (structure)
4895,SID_260,"The risks identified are primarily related to the types of goods we produce, sell, distribute and import, the locations of our activities and operations, the type of product we source, the use of migrant labour, and the raw materials or commodities used in our supply chains",c2 (structure)
4896,SID_260,We also understand that the risk of forced labour and child labour in the textile supply chain exists and that textile supply chains that extend into certain foreign countries potentially face greater risk of forced labour and child labour,c2 (structure)
4897,SID_260,"Although we have strong oversight on our Tier 1 manufacturers, we recognize that they are located in areas where there may be higher prevalence of labour rights abuses",c2 (structure)
4898,SID_260,We also acknowledge that our suppliers have their own value chains that may extend into high-risk countries and on which we have limited visibility,c2 (structure)
4905,SID_260,Our initiatives to remediate any forced labour or child labour include engaging with the Workers Right Consortium as a representative for the workers who are at risk of forced labour and child labour in our suppliers factories,c2 (operations)
4906,SID_260,"During our last financial year, we were made aware of a situation in one of our Myanmar factories, where unpaid overtime claims were filed",c2 (structure)
4909,SID_260,TRAINING AND CAPABILITY BUILDING Our AAFA membership allows our workforce to increase its level of understanding of the risks of forced labour and child labour in our business and supply chains,c2 (operations)
4910,SID_260,"As members of the AAFA, our compliance team keeps abreast of best practices to decrease the risks of forced labour and child labour in our supply chain by regularly attending AAFA seminars, webinars and conferences addressing critical industry supply chain issues",c2 (operations)
4911,SID_260,We routinely use AAFA information and resources to assess and monitor our Tier 1 suppliers social compliance,c2 (operations)
4912,SID_260,"We have implemented their CSR Guidance on Assessing Prospective New Supplier social compliance through various measures, Commitment to Responsible Recruitment of employees, and Eradicating Forced Labour policies in our management processes",c2 (operations)
4913,SID_260,"Most importantly, our compliance team participates in a biweekly social responsibility consultation with the AAFA Senior vice president of Policy",c2 (operations)
4915,SID_260,"In order to assess the effectiveness of the measures we have taken to reduce human rights risks, we conduct regular review and audit of our policies and procedures related to forced labour and child labour to ensure their scope and scale are proportionate to the human right risks our organization and supply chain may face",c3 (risk description)
5378,SID_268,"Uranium Royalty is a pure-play uranium royalty company focused on gaining exposure to uranium prices by making strategic investments in uranium interests, including royalties, streams, debt and equity investments in uranium companies, as well as through engaging in physical uranium transactions",signature
5379,SID_268,"At the end of the Reporting Period, the Companys growing portfolio included 20 interests on 18 development, advanced, permitted and producing uranium projects in multiple jurisdictions, including royalties on the McArthur River and Cigar Lake mines, each located in Saskatchewan",signature
5380,SID_268,"The Company interests in uranium projects and properties are usually limited to receiving payment under its royalties and other interests, which are customarily in cash or through the delivery of physical uranium",signature
5381,SID_268,"The Company is incorporated under the Canada Business Corporations Act and has two wholly-owned subsidiaries, Uranium Royalty (USA) Corp, a corporation incorporated under the laws of Delaware on October 24, 2018, and Reserve Minerals, LLC, a limited liability company existing under the laws of Delaware",approval
5382,SID_268,"The Company's head office is located in Vancouver, British Columbia",approval
5384,SID_268,"Our Supply Chain The Company's operations are focused on acquiring royalties, streams and other interests in the uranium sector, along with engaging in transactions in physical uranium",signature
5386,SID_268,"Page 2 Company's physical supply chain is generally limited to: (i) the acquisition of uranium; and (ii) to a lesser extent, sourcing goods and services for its head office operations, such as office equipment, computer equipment, accounting, legal and other advisory or consulting services and other miscellaneous office supplies",c1 (reporting entity)
5387,SID_268,The latter are substantially all sourced within Canada and the United States,c1 (reporting entity)
5388,SID_268,The Company's supply chain for acquiring physical uranium includes the following,c1 (reporting entity)
5389,SID_268,"existing uranium royalty or stream arrangements with operators of uranium mines, whereby physical uranium may be delivered as payment to the Company by the operator of the underlying uranium mine",c1 (reporting entity)
5390,SID_268,"Currently, all of the Company's such interests in producing mines are mines located in Saskatchewan, Canada; and",c1 (reporting entity)
5391,SID_268,"purchases of physical uranium in market-based purchases through brokers, dealers and other counterparties, including pursuant to long term delivery contracts",c1 (reporting entity)
5392,SID_268,"During the Reporting Period, the Company sourced uranium through primarily market-based purchases and an existing royalty agreement with a Canadian mine",c1 (reporting entity)
5395,SID_268,"The Company's board of directors has delegated to its Audit Committee the responsibility to review and monitor its risk management policies and practices generally and reviewing compliance with the Company's Code of Business Conduct and Ethics (the ""Code"")",c3 (risk description)
5405,SID_268,Sustainability Policy: The Companys Sustainability Policy outlines its ESG related values,c2 (operations)
5407,SID_268,The policy provides that the Company adheres to the following human rights related principles,c2 (operations)
5408,SID_268,"Respect internationally recognized human rights as proclaimed by the Universal Declaration of Human Rights, and the International Labor Organizations Declaration on Fundamental Principles and Rights at Work",c2 (operations)
5413,SID_268,We will take appropriate action if a human rights violation is reported,c2 (supply chains)
5415,SID_268,"In evaluating such potential transactions, the Company utilizes a disciplined approach to, among others, safeguard against human rights abuses",c2 (operations)
5420,SID_268,"In the case of market-based transactions, due to the nature of uranium as a fungible commodity, the Company has limited access to information to diligence the mine source and related supply chain in each transaction",c2 (structure)
5422,SID_268,"Uranium is not listed as a product where there is a risk of modern slavery on the Global Slavery Index.1 Further, due to the heavily regulated nature of the industry globally, the Company believes there is a low risk of forced labour and child labour in our supply chain",c2 (structure)
5423,SID_268,"Given the regulated nature of uranium mining activities globally and the technical nature of such activities, the Company believes Modern Slavery Risks are generally low in relation to its market-based purchases",c2 (structure)
5426,SID_268,Reviewed its existing policies and procedures to ensure they remained up to date and applicable,c2 (operations)
5427,SID_268,"In compliance with its policies and procedures, continued conducting due diligence of potential royalty and stream partners and other counterparties before entering into agreements; and",c2 (operations)
5431,SID_268,"Page 5 The Company does not consider that any of its operations carry Modern Slavery Risks, given its limited operations and business model",c2 (structure)
5451,SID_269,"The steps taken this year include, but are not limited to, assessing the risks of forced labour and child labour in our activities and supply chains, and engaging with our supply chain partners on the issues of forced labour and child labour",c2 (operations)
5456,SID_269,CBC is a corporation incorporated in the Province of Ontario pursuant to articles of amalgamation under the Business Corporations Act (Ontario),approval
5458,SID_269,"The Companys registered head office is located in Toronto, Ontario",approval
5459,SID_269,"Originally established in the early 1950s, CBC stands as a prominent manufacturing company specializing in the production of private label cookie products",signature
5460,SID_269,"Pioneering the private label concept in the 1970s, CBC has evolved into a leading private label and private brand supplier, serving a multitude of esteemed clients, and shipping high-quality products worldwide",signature
5461,SID_269,"Activities CBC is exclusively dedicated to this niche, which serves a vast portion of North America",signature
5462,SID_269,"CBCs diverse product line caters to evolving consumer preferences, including an array of recently popular varieties tailored to health-conscious consumers",signature
5463,SID_269,"Notably, since 1995, CBCs research and development team has",signature
5464,SID_269,"spearheaded the creation of a line of delicious sugar-free cookies, further expanded to encompass gluten- free and all-natural organic options, as well as convenient portion control packs",signature
5465,SID_269,"With certifications as an organic and kosher facility, CBC adheres to the highest quality standards",signature
5467,SID_269,"With a global footprint extending beyond Canada to Asia, Europe, South Africa, Australia, the Caribbean islands, and the United States, CBC continues to strengthen its presence in key markets whilst upholding its reputation for exceptional product quality and customer satisfaction",signature
5469,SID_269,"As a leading private label cookie manufacturer in Canada, CBC bakes quality cookies, biscuits, and baked snacks for private label brands, club stores, regional and national retailers, quick-service restaurants, institutions, other food manufacturers, and more",signature
5470,SID_269,Supply Chain The CBC product development team works closely with third party suppliers to develop and manufacture products,c1 (reporting entity)
5471,SID_269,"As well, CBC actively sources goods, including when CBC is the Importer of Record (the IOR), from the United States, the Philippines, Madagascar, Cte d'Ivoire, Indonesia, Malaysia, Mexico, Brazil and France",c1 (reporting entity)
5472,SID_269,"Policies, Programs and Due Diligence Processes As part of our due diligence processes, CBC strives to embed responsible business conduct into our diverse range of policies both within our company and, to the extent we are able to do so, with respect to our supply chains",c2 (operations)
5479,SID_269,"Like with many food processing and manufacturing businesses, risks in our supply chain arise because of our limited visibility into our own suppliers supply chains",c2 (structure)
5480,SID_269,Recruitment and Selection Process The Companys recruitment process ensures the proper verification of age from government issued identification at multiple stages,c2 (operations)
5484,SID_269,Training Our employees receive regular tailored training on ethical topics and our policies,c2 (operations)
5485,SID_269,"All new employees are assigned a mandatory onboarding training package, which includes training on all matters covered in the Employee Code of Conduct",c2 (operations)
5488,SID_269,we are in the process of finalizing our supplier code of conduct (Supplier Code of Conduct) and we are committed to working with current and prospective suppliers to ensure ethical business practices and a clear understanding and appreciation of the values that will be reflected in our Supplier Code of Conduct,c2 (operations)
5489,SID_269,"we will begin to provide ongoing training to all procurement personnel to ensure a deep understanding of the Supplier Code of Conduct, our principles and our values",c2 (operations)
5491,SID_269,take steps to improve our ongoing due diligence procedures in relation to modern slavery risks in our supply chain,c2 (operations)
5493,SID_269,Assessing and Managing Risk We recognize that the risk of modern slavery being used in operations varies by industry and jurisdiction and that those risks are elevated in the food processing and manufacturing sector,c2 (structure)
5494,SID_269,"We acknowledge that the raw materials procurement process does not often take place from our direct suppliers, but may occur further down the supply chain",c2 (structure)
5495,SID_269,This reduces our visibility over the raw materials used within our supply chain to produce components used in manufacturing,c2 (structure)
5496,SID_269,"In order to assess and manage the serious risks associated with forced labour and child labour effectively, CBC arranged for a third-party social compliance audits under the Sedex Members Ethical Trade Audit (SMETA)",c2 (operations)
5499,SID_269,"To date, we have not identified any specific instances of forced labour or child labour in the supply chain",c2 (structure)
5501,SID_269,Training provided to employees on forced labour and child labour,c2 (operations)
5502,SID_269,"Employees are familiarized with the Companys policies and procedures regarding ethical labour practices, including our zero-tolerance policy towards forced labour and child labour",c2 (operations)
5503,SID_269,They are trained on how to report any concerns or suspicions they may have through appropriate channels,c2 (operations)
5505,SID_269,Annual Refresher Training It is crucial to stay updated on issues like forced labour and child labour undergo regular training to recognize and address it effectively,c2 (operations)
5507,SID_269,"These sessions typically cover topics such as identifying signs of forced labour and child labour, understanding relevant laws and regulations, learning about vulnerable industries and regions, and exploring best practices for reporting and addressing instances of forced labour and child labour",c2 (operations)
5509,SID_269,Responsibilities and Accountability Employees are informed of their responsibilities in upholding ethical labour practices and the consequences of non-compliance,c2 (operations)
5765,SID_273,Radial is a corporate entity incorporated under the laws of the Commonwealth of Pennsylvania; its Canadian Business Number is 848873063,approval
5766,SID_273,"Radial is a Third-Party Logistics Provider, which is headquartered in the United States",signature
5767,SID_273,Radials service in Canada is providing order management and fulfillment for its e-commerce customers from its Canadian fulfillment centers,signature
5777,SID_273,Developing and implementing child protection policies and processes Developing and implementing anti-forced labour and/or -child labour contractual clauses DocuSign Envelope ID: B4E1CD26-AECC-476D-87D7-B42CB311089E,c2 (operations)
5779,SID_273,"In light of Radials role in the supply chain (primarily as a third-party logistics services provider), Radials forced/child labour supply chain risks are considered low and our policies and compliance infrastructure is properly calibrated to our level of risk",c2 (structure)
5780,SID_273,"The company has adopted a Supplier Code of Conduct, which has been rolled out to Radials Canadian third-party staffing vendors",c2 (operations)
5782,SID_273,"In addition, to guard against force/child labour risks, the company does not hire anyone under the age of 18",c2 (operations)
5784,SID_273,"We will continue to monitor our risk profile and regularly review, and enhance as needed, our policies and practices in this area, in line with recognized best practices",c3 (risk description)
5785,SID_273,Radial has not yet identified parts of its activities and supply chains that carry a risk of forced labour or child labour being used,c2 (structure)
5786,SID_273,"However, as stated above, In light of our role in the supply chain (primarily as a third-party logistics services provider), our forced/child labour supply chain risks are considered low and our policies and compliance infrastructure is properly calibrated to our level of risk",c2 (structure)
11818,SID_352,"One of the requirements for employment at PesoRama or any of its wholly owned subsidiaries is to sign the Code of Conduct, understanding that any violations of the Code of Conduct can result in discipline or loss of employment",c2 (operations)
5790,SID_273,The company regularly reassesses its risk profile and reviews it policies and compliance infrastructure,c2 (structure)
5791,SID_273,"As such, our current training practices may change in the future, should we determine that training on forced/child labour risks becomes warranted",c2 (operations)
5793,SID_273,The company will periodically reassesses its supply chain risks and review its policies and practices for alignment with best practices in our industry,c2 (structure)
8107,SID_290,Canada is incorporated under the Nova Scotia Companies Act,approval
8108,SID_290,"It is an indirect, wholly owned subsidiary of Tiffany & Co (together with its other relevant subsidiaries, ""Tiffany""), an American holding company that conducts business globally through its subsidiary companies, including Tiffany & Co",approval
8109,SID_290,"Tiffany is ultimately owned by LVMH Moet Hennessy Louis-Vuitton SE (""LVMH""), a multinational conglomerate specializing in luxury goods, headquartered in France",approval
8110,SID_290,Canada is engaged in marketing and selling Tiffany & Co.-branded products in Canada,signature
8111,SID_290,"Tiffany designs, manufactures, and markets jewelry, watches, and luxury accessories",signature
8112,SID_290,"Tiffany maintains substantial control over its product supply chain through internal jewelry manufacturing and direct diamond sourcing, and then supplies these products to its subsidiaries, including Tiffany & Co",signature
8113,SID_290,"Tiffany manufactures jewelry in the United States in New York, Rhode Island and Kentucky, polishes and performs certain assembly work on jewelry in the Dominican Republic and crafts silver hollowware in Rhode Island",signature
8114,SID_290,"In total, these internal manufacturing facilities produce approximately 60% of the units of jewelry sold by Tiffany and its subsidiaries, including Tiffany & Co",signature
8115,SID_290,"The balance, and almost all non-jewelry items, is purchased from third parties that manufacture products to Tiffany's specifications",c1 (reporting entity)
8116,SID_290,"To supply its internal manufacturing facilities, Tiffany processes, cuts and polishes rough diamonds at its facilities outside the US and sources precious metals, polished diamonds and other gemstones, as well as certain fabricated components, from third parties",signature
8117,SID_290,"Both these third parties and those who supply finished goods to Tiffany constitute Tiffany's ""supply chain partners",signature
8118,SID_290,"Tiffany subsidiaries that conduct retail and distribution activities worldwide source their products from Tiffany such that Tiffany's global subsidiaries, including Tiffany & Co",signature
8119,SID_290,"Canada, share the same product supply chain",signature
8126,SID_290,The Committee's oversight includes matters pertaining to misconduct (including violations related to human rights risk) in Tiffany's supply chain and owned operations,c2 (operations)
8129,SID_290,Developed and implemented action plans for and engaged with supply chain partners on the issue of addressing forced or child labour,c2 (operations)
8130,SID_290,"Tiffany conducts biennial risk assessments as part of its Social and Environmental Accountability Program (""SEA Program"") with all of its jewelry manufacturing and diamond polishing facilities, supply chain partners, and other key suppliers to identify regional and supplier risks related to social and environmental compliance",c2 (operations)
11825,SID_352,The Company reserves the right to terminate the relationship with any supplier or factory that violates the Protocol,c2 (supply chains)
4637,SID_255,"These actions may include implementing corrective measures, adjusting policies, or providing additional training to prevent recurrence",c2 (supply chains)
8136,SID_290,"Developed and implemented due diligence policies and processes for identifying, addressing and prohibiting the use of forced or child labour in the organization's activities and supply chains",c2 (operations)
8154,SID_290,Canada sources the products it distributes in Canada from Tiffany such that Tiffany and Tiffany & Co,c1 (reporting entity)
8155,SID_290,Canada share the same product supply chain,c1 (reporting entity)
8157,SID_290,Tiffany recognizes that there is the risk that forced or child labour may be used at any level or tier of the luxury good supply chain and that use of migrant labour or unauthorized subcontracted labor is a possibility,c2 (structure)
8158,SID_290,"In particular, sourcing raw materials and working with external manufacturing facilities continue to be areas of high risk that Tiffany closely monitors through its assessment programs",c2 (structure)
8159,SID_290,"With respect to raw materials, Tiffany recognizes that there are risks associated with the use and supply of precious metals, diamonds and gemstones, including the potential use of conflict diamonds in its supply chain, or sourcing of gold or gemstones from conflict affected high risk regions",c2 (structure)
8160,SID_290,"In addition, Tiffany recognizes that the risks of forced or child labour vary around the world according to local regulations, local culture, and the enforcement of employment terms and conditions in applicable jurisdictions",c2 (structure)
8161,SID_290,"Tiffany uses robust independent data from Maplecroft, a global risk and strategic consulting firm, to bolster its risk assessments and to identify geographic risks within its supply chain",c2 (structure)
8163,SID_290,"Maplecroft's human rights dataset comprises over 34 indices, forming a structured dataset covering the full spectrum of labour, civil, and political rights across all countries",c2 (operations)
2692,SID_227,"If the expectations or requirements of the Supplier Policy are not met by our suppliers, the business relationships may be reviewed, and corrective action pursued, or alternatively, terminated",c2 (supply chains)
8168,SID_290,"Policies Concerning Forced and Child Labour Tiffany has long been committed to ensuring respect of the International Labour Organization Core Conventions, United Nations Universal Declaration of Human Rights, and United Nations Global Compact",c2 (operations)
8169,SID_290,These standards are central to its responsible business policies and are the foundation for many of Tiffany's labour-related policies,c2 (operations)
8172,SID_290,"All employees are required to sign an annual commitment to the principles set forth in the Business Conduct Policy (and the incorporated LVMH Code of Conduct}, including commitments to act responsibly, with social awareness and with respect for human rights and fundamental freedoms",c2 (operations)
8173,SID_290,"Tiffany Human Rights Policy The Tiffany Human Rights Policy captures Tiffany's approach to integrating human rights across its value chain in addition to addressing its most salient human rights risks, impacts, and opportunities",c2 (operations)
8174,SID_290,"This policy integrates existing Tiffany policies with human rights touch points, articulating a unified vision and approach to managing and promoting human rights",c2 (operations)
8175,SID_290,All Tiffany employees are required to complete mandatory training on the Tiffany Human Rights Policy during new hire onboarding,c2 (operations)
8176,SID_290,"Supplier Code of Conduct Tiffany's commitment to identifying, preventing, and mitigating modern slavery, human trafficking and forced and child labour is also in the Supplier Code",c2 (structure)
8177,SID_290,"The Supplier Code, which Tiffany amends from time to time, sets out general principles and requirements that are applicable to all suppliers",c2 (structure)
8178,SID_290,"Further, Tiffany's supply chain partners, their subcontractors that are approved to provide goods or services to Tiffany, and select service providers, are required to fully comply with the Supplier Code as a part of Tiffany's purchasing agreements",c2 (structure)
8179,SID_290,"The Supplier Code sets clear expectations for Tiffany's suppliers, including that all employment must be voluntary, with the current Supplier Code specifying as follows: The L VMH Group does not tolerate anyform of abusive or illegal labor in its supply chain such asforced labor or human trafficking",c2 (structure)
8180,SID_290,"Allforms offorced labor, slavery, servitude or trafficking in human beings by Suppliers, as well as withholding identity papers or work permits or requiring workers to deposit a bond or the use of any other constraint, is strictly prohibited",c2 (structure)
8181,SID_290,All workers are entitled to accept or leave their employmentfreely,c2 (structure)
8182,SID_290,Suppliers must respect workersfreedom of movement,c2 (structure)
8183,SID_290,Suppliers cannot require workers to work to repay a debt to them or to a third party,c2 (structure)
8184,SID_290,"Tiffany's expectations and requirements covering responsible recruitment, forced or child labour, indentured, debt-bonded or convict labour, and human trafficking are further detailed in its Supplier Code of Conduct Guidance (""Code Guidance"")",c2 (structure)
8185,SID_290,This Code Guidance is distributed to its supply chain partners and compliance with the requirements is mandatory,c2 (structure)
8186,SID_290,The Code Guidance is regularly updated to ensure that Tiffany is consistently communicating requirements and methods to respond to specific challenges,c2 (structure)
8187,SID_290,"All requirements in the Code Guidance are applicable throughout the supply chain, such that a supplier with which Tiffany has a direct relationship in turn bears the responsibility for ensuring compliance across its own supply chain",c2 (structure)
8188,SID_290,"Employees can also discuss these topics with their direct manager, human resources, the legal department, or the internal audit team",c2 (structure)
8189,SID_290,"Employees can also discuss these topics with their direct manager, human resources, the legal department, or the internal audit team",c2 (structure)
8190,SID_290,All individuals who report suspected policy,c2 (structure)
8191,SID_290,"violations in good faith are protected from retaliation arising from such reporting in any form, including disciplinary action, intimidation, or otherwise, even when reports are ultimately proved unfounded",c2 (structure)
152,SID_201,Our Training One of the goals we set ourselves in our Sustainability Report Card under the Health and Wellbeing Area of Focus pertains to the training of our workforce,c2 (supply chains)
8193,SID_290,"Due Diligence Processes To identify and mitigate risk in its supply chain and that of its subsidiaries, including Tiffany & Co",c2 (operations)
4724,SID_256,"Where our assessments and monitoring activities identify gaps or concerns, we work with suppliers to devise prioritized corrective action plans to make ongoing improvements and review their performance during contract review meetings",c2 (operations)
8207,SID_290,Other Program Features Supplier Partnerships Tiffany works to establish lasting partnerships with its suppliers and provides them with training and development programs as well as sharing best practices,c1 (reporting entity)
8207,SID_290,Other Program Features Supplier Partnerships Tiffany works to establish lasting partnerships with its suppliers and provides them with training and development programs as well as sharing best practices,c2 (operations)
8217,SID_290,Tiffany's monitoring and training programs are designed to continuously monitor effectiveness and ensure appropriate awareness of Tiffany's commitment to human rights,c3 (risk description)
8218,SID_290,"In particular, audits and re-audits of supply chain partners through Tiffany's SEA Program are designed to assess effectiveness, including by identifying any repeat non-conformities or improvements",c3 (risk description)
8220,SID_290,"In addition, Tiffany's SEA Program is regularly audited by third parties (including certain of its own suppliers and trade associations) for reviews of effectiveness as related to forced and child labour as part of renewals and certifications with such third parties",c3 (risk description)
8241,SID_293,"BLACK DIAMOND Black Diamond owns and operates a portfolio of businesses specializing in modular buildings and remote and temporary workforce accommodations, along with a digital marketplace for business-to-business crew travel management",signature
8242,SID_293,"With approximately five hundred employees, and approximate assets of $650 million worldwide, Black Diamond offers a comprehensive suite of solutions and services, including",approval
8242,SID_293,"With approximately five hundred employees, and approximate assets of $650 million worldwide, Black Diamond offers a comprehensive suite of solutions and services, including",signature
8243,SID_293,"Modular space solutions through BOXX Modular, which owns a large rental fleet of modular buildings of various types and sizes",signature
8244,SID_293,"Its network of local branches rent, sell, service, and provide ancillary products and services to a diverse customer base in the construction, industrial, education, financial, and government sectors",signature
8245,SID_293,"Workforce accommodations and solutions through Black Diamond Lodging, which owns a large rental fleet of modular accommodation assets of various types",signature
8246,SID_293,"Its regional operating terminals rent, sell, service, and provide ancillary products and services including turnkey operated camps to a wide array of customers in the resource, infrastructure, construction, disaster recovery, and education sectors",signature
8253,SID_293,"MISSION STATEMENT Black Diamond has locations across Canada, operating in",signature
8254,SID_293,"Langley, BC Nanaimo, BC Kelowna, BC Prince George, BC",signature
8255,SID_293,"Edmonton, AB Calgary, AB Regina, SK Toronto, ON",signature
8256,SID_293,"Kitchener/ Waterloo, ON Ottawa, ON Montral, QC",signature
8257,SID_293,"Moncton, NB Fort St",signature
8258,SID_293,"John, BC Grand Prairie, AB",signature
8259,SID_293,"Timmins, ON MAP OF OPERATIONS",signature
8260,SID_293,This Report covers the following entities,signature
8261,SID_293,Black Diamond Group Limited Black Diamond Group owns and operates a portfolio of businesses specializing in modular buildings and remote and temporary workforce accommodations,signature
8262,SID_293,"BOXX Modular LP BOXX Modular provides high quality, cost effective modular space solutions to a diversified client base which includes general contractors, education providers, construction trades, manufacturers, commercial businesses, financial institutions, government agencies and various companies involved in the resource industry",signature
8263,SID_293,Black Diamond Lodging Inc,approval
8264,SID_293,"Black Diamond Lodging provides workforce accommodations and associated services throughout Canada to a client base which includes oil and natural gas exploration and development companies, mineral and metals mining and processing companies, catering and food services providers, engineering and construction companies, general contractors, pipeline constructors, disaster recovery, social housing initiatives and varying levels of governments",signature
8265,SID_293,"Black Diamond Lodging also provides turnkey lodging services, remote facility management and sophisticated supply chain management services to customers to improve efficiency of remote accommodation facilities",signature
8266,SID_293,"Black Diamond delivers its services and solutions using a combination of our internal workforce, external suppliers, and contractors to ensure that activities, projects, and work program resources are deployed efficiently and at the lowest sustainable cost, maintained over the long-term",signature
8271,SID_293,Child Labour Suppliers shall not exploit child labour and shall not employ any workers under the minimum legal age as dictated by law where the work is performed,c2 (operations)
8272,SID_293,"In no instance shall a supplier permit a child to perform work that exposes them to undue physical risks that can harm their physical, mental, or emotional development or improperly interfere with their education or vocational needs",c2 (operations)
8274,SID_293,"Forced Labour Suppliers must refrain from violating the rights of others, adhere to regulations prohibiting slavery, human trafficking and forced labour and comply with all applicable local laws in the country in which they operate",c2 (operations)
8275,SID_293,Employment decisions must be based on free choice and not under threats of violence or coercion,c2 (operations)
8276,SID_293,Work agreements must clearly state employment terms and must not restrict worker movement through the confiscation of identification documents,c2 (operations)
8277,SID_293,"In 2023, Black Diamond requested all current suppliers working with all Black Diamond entities acknowledge and sign this Code of Conduct",c2 (operations)
8280,SID_293,Whistleblower Policy Each of these policies are published on our website,c2 (operations)
8281,SID_293,Awareness of these policies is supported by on-line training modules for all Black Diamond employees,c2 (operations)
8287,SID_293,"We have identified a potential risk of a tier three supplier in the manufacturing sector, but there are still gaps in our assessment",c2 (structure)
8390,SID_295,"When seeking new suppliers, Aiphone Corporation gives preference to suppliers operating in countries with robust workers rights and labor protection measures codied into law",c2 (operations)
8392,SID_295,"New suppliers must agree to maintaining compliance with all applicable government laws, statues, ordinances, rules, regulations, orders and other requirements, including those related to age, U.S.C",c2 (operations)
8393,SID_295,"regarding forced labor, the Uyghur Forced Labor Prevention Act, and all other relevant regulations governing labor and workers rights",c2 (operations)
8394,SID_295,"Our parent company, AIPHONE CO., LTD",approval
8395,SID_295,(TYO: 6718) is based in Japan,approval
8397,SID_295,Articles 5 and 6 of Japans Labor Standards Act prohibit the use of forced labor and explicitly disallows intermediate exploitation by employers,c2 (operations)
8398,SID_295,Aiphone Corporation monitors the UFLPA Entity List maintained by the US Department of Homeland Security to ensure we are not transacting with entities that have been agged as entities beneting from the use of forced labor,c2 (operations)
8399,SID_295,"Our scal year begins April 1 each year, while this was not completed during the previous scal year, we conducted an internal assessment of risks of forced labor and/or child labor in our supply chain along with creating an associated risk identication and analysis document this April",c2 (operations)
8401,SID_295,"Pertaining to hiring practices, on all applications Aiphone Corporation requires applicants to conrm they are legally 18 years of age or older",c2 (operations)
8402,SID_295,Aiphone Corporation does not consider the applications of minors nor does the company employ minors (those under the age of 18),c2 (operations)
